id,co_id,po_id,strength,rationale,is_active
copo-003361,co-00740,po-02,2,,True
copo-003362,co-00740,po-08,3,,True
copo-003363,co-00740,po-03,3,,True
copo-003364,co-00741,po-10,1,,True
copo-003365,co-00741,po-11,1,,True
copo-003366,co-00741,po-09,2,,True
copo-003367,co-00741,po-06,2,,True
copo-003368,co-00741,po-07,3,,True
copo-003369,co-00742,po-06,3,,True
copo-003370,co-00742,po-04,2,,True
copo-003371,co-00742,po-02,2,,True
copo-003372,co-00742,po-11,2,,True
copo-003373,co-00743,po-02,2,,True
copo-003374,co-00743,po-01,3,,True
copo-003375,co-00743,po-06,3,,True
copo-003376,co-00743,po-11,2,,True
copo-003377,co-00743,po-10,2,,True
copo-003378,co-00744,po-07,2,,True
copo-003379,co-00744,po-05,3,,True
copo-003380,co-00744,po-10,2,,True
copo-003381,co-00745,po-03,2,,True
copo-003382,co-00745,po-07,3,,True
copo-003383,co-00745,po-01,1,,True
copo-003384,co-00745,po-09,1,,True
copo-003385,co-00745,po-10,3,,True
copo-003386,co-00746,po-07,2,,True
copo-003387,co-00746,po-05,2,,True
copo-003388,co-00746,po-11,3,,True
copo-003389,co-00747,po-09,3,,True
copo-003390,co-00747,po-06,1,,True
copo-003391,co-00747,po-08,3,,True
copo-003392,co-00748,po-12,3,,True
copo-003393,co-00748,po-08,1,,True
copo-003394,co-00748,po-11,1,,True
copo-003395,co-00748,po-02,2,,True
copo-003396,co-00748,po-06,1,,True
copo-003397,co-00749,po-03,3,,True
copo-003398,co-00749,po-02,3,,True
copo-003399,co-00749,po-06,3,,True
copo-003400,co-00750,po-11,3,,True
copo-003401,co-00750,po-02,3,,True
copo-003402,co-00750,po-09,3,,True
copo-003403,co-00750,po-10,2,,True
copo-003404,co-00750,po-04,2,,True
copo-003405,co-00750,po-05,3,,True
copo-003406,co-00751,po-04,3,,True
copo-003407,co-00751,po-02,2,,True
copo-003408,co-00751,po-05,3,,True
copo-003409,co-00751,po-10,3,,True
copo-003410,co-00751,po-11,3,,True
copo-003411,co-00751,po-03,2,,True
copo-003412,co-00752,po-02,2,,True
copo-003413,co-00752,po-08,1,,True
copo-003414,co-00752,po-01,3,,True
copo-003415,co-00753,po-08,1,,True
copo-003416,co-00753,po-07,2,,True
copo-003417,co-00753,po-04,2,,True
copo-003418,co-00753,po-12,3,,True
copo-003419,co-00754,po-05,2,,True
copo-003420,co-00754,po-08,2,,True
copo-003421,co-00754,po-03,2,,True
copo-003422,co-00754,po-09,3,,True
copo-003423,co-00754,po-02,3,,True
copo-003424,co-00755,po-06,2,,True
copo-003425,co-00755,po-07,3,,True
copo-003426,co-00755,po-04,3,,True
copo-003427,co-00756,po-09,1,,True
copo-003428,co-00756,po-06,1,,True
copo-003429,co-00756,po-01,3,,True
copo-003430,co-00756,po-08,3,,True
copo-003431,co-00756,po-05,3,,True
copo-003432,co-00756,po-03,3,,True
copo-003433,co-00757,po-05,3,,True
copo-003434,co-00757,po-04,2,,True
copo-003435,co-00757,po-07,3,,True
copo-003436,co-00757,po-03,3,,True
copo-003437,co-00758,po-09,2,,True
copo-003438,co-00758,po-07,1,,True
copo-003439,co-00758,po-02,1,,True
copo-003440,co-00758,po-01,1,,True
copo-003441,co-00758,po-04,3,,True
copo-003442,co-00758,po-12,2,,True
copo-003443,co-00759,po-02,2,,True
copo-003444,co-00759,po-09,3,,True
copo-003445,co-00759,po-12,3,,True
copo-003446,co-00759,po-05,3,,True
copo-003447,co-00760,po-05,3,,True
copo-003448,co-00760,po-02,2,,True
copo-003449,co-00760,po-03,3,,True
copo-003450,co-00760,po-01,3,,True
copo-003451,co-00761,po-08,1,,True
copo-003452,co-00761,po-04,1,,True
copo-003453,co-00761,po-12,1,,True
copo-003454,co-00762,po-04,1,,True
copo-003455,co-00762,po-09,1,,True
copo-003456,co-00762,po-11,2,,True
copo-003457,co-00762,po-03,3,,True
copo-003458,co-00762,po-10,2,,True
copo-003459,co-00763,po-08,2,,True
copo-003460,co-00763,po-06,3,,True
copo-003461,co-00763,po-09,1,,True
copo-003462,co-00763,po-05,2,,True
copo-003463,co-00763,po-12,2,,True
copo-003464,co-00763,po-03,3,,True
copo-003465,co-00764,po-09,2,,True
copo-003466,co-00764,po-11,3,,True
copo-003467,co-00764,po-10,3,,True
copo-003468,co-00764,po-08,3,,True
copo-003469,co-00764,po-02,3,,True
copo-003470,co-00765,po-05,3,,True
copo-003471,co-00765,po-12,1,,True
copo-003472,co-00765,po-04,3,,True
copo-003473,co-00765,po-01,3,,True
copo-003474,co-00765,po-06,3,,True
copo-003475,co-00765,po-07,2,,True
copo-003476,co-00766,po-02,3,,True
copo-003477,co-00766,po-01,2,,True
copo-003478,co-00766,po-08,3,,True
copo-003479,co-00766,po-03,2,,True
copo-003480,co-00766,po-10,3,,True
copo-003481,co-00767,po-05,2,,True
copo-003482,co-00767,po-08,1,,True
copo-003483,co-00767,po-12,3,,True
copo-003484,co-00767,po-02,1,,True
copo-003485,co-00768,po-05,3,,True
copo-003486,co-00768,po-10,2,,True
copo-003487,co-00768,po-02,1,,True
copo-003488,co-00768,po-01,3,,True
copo-003489,co-00769,po-11,2,,True
copo-003490,co-00769,po-01,2,,True
copo-003491,co-00769,po-12,3,,True
copo-003492,co-00769,po-05,3,,True
copo-003493,co-00769,po-03,3,,True
copo-003494,co-00770,po-03,2,,True
copo-003495,co-00770,po-07,1,,True
copo-003496,co-00770,po-09,2,,True
copo-003497,co-00770,po-04,3,,True
copo-003498,co-00770,po-05,3,,True
copo-003499,co-00771,po-09,3,,True
copo-003500,co-00771,po-03,3,,True
copo-003501,co-00771,po-07,3,,True
copo-003502,co-00771,po-10,2,,True
copo-003503,co-00771,po-02,3,,True
copo-003504,co-00771,po-08,3,,True
copo-003505,co-00772,po-08,3,,True
copo-003506,co-00772,po-06,3,,True
copo-003507,co-00772,po-07,1,,True
copo-003508,co-00772,po-12,3,,True
copo-003509,co-00772,po-10,1,,True
copo-003510,co-00773,po-02,3,,True
copo-003511,co-00773,po-03,2,,True
copo-003512,co-00773,po-10,2,,True
copo-003513,co-00773,po-05,3,,True
copo-003514,co-00773,po-04,3,,True
copo-003515,co-00773,po-09,3,,True
copo-003516,co-00774,po-01,3,,True
copo-003517,co-00774,po-07,3,,True
copo-003518,co-00774,po-03,3,,True
copo-003519,co-00774,po-11,1,,True
copo-003520,co-00774,po-12,1,,True
copo-003521,co-00775,po-05,2,,True
copo-003522,co-00775,po-11,3,,True
copo-003523,co-00775,po-02,1,,True
copo-003524,co-00776,po-02,3,,True
copo-003525,co-00776,po-08,3,,True
copo-003526,co-00776,po-01,1,,True
copo-003527,co-00776,po-09,1,,True
copo-003528,co-00777,po-07,3,,True
copo-003529,co-00777,po-08,3,,True
copo-003530,co-00777,po-03,3,,True
copo-003531,co-00777,po-04,3,,True
copo-003532,co-00777,po-05,3,,True
copo-003533,co-00778,po-07,2,,True
copo-003534,co-00778,po-03,2,,True
copo-003535,co-00778,po-01,3,,True
copo-003536,co-00779,po-03,3,,True
copo-003537,co-00779,po-09,3,,True
copo-003538,co-00779,po-11,2,,True
copo-003539,co-00779,po-04,2,,True
copo-003540,co-00780,po-10,3,,True
copo-003541,co-00780,po-08,2,,True
copo-003542,co-00780,po-06,3,,True
copo-003543,co-00781,po-12,1,,True
copo-003544,co-00781,po-02,2,,True
copo-003545,co-00781,po-08,3,,True
copo-003546,co-00781,po-07,1,,True
copo-003547,co-00781,po-09,3,,True
copo-003548,co-00781,po-11,3,,True
copo-003549,co-00782,po-08,3,,True
copo-003550,co-00782,po-10,2,,True
copo-003551,co-00782,po-03,3,,True
copo-003552,co-00782,po-09,3,,True
copo-003553,co-00782,po-05,2,,True
copo-003554,co-00782,po-02,3,,True
copo-003555,co-00783,po-02,3,,True
copo-003556,co-00783,po-01,1,,True
copo-003557,co-00783,po-11,3,,True
copo-003558,co-00783,po-03,3,,True
copo-003559,co-00783,po-04,3,,True
copo-003560,co-00783,po-10,2,,True
copo-003561,co-00784,po-12,3,,True
copo-003562,co-00784,po-04,3,,True
copo-003563,co-00784,po-02,3,,True
copo-003564,co-00784,po-03,1,,True
copo-003565,co-00785,po-10,1,,True
copo-003566,co-00785,po-05,3,,True
copo-003567,co-00785,po-02,1,,True
copo-003568,co-00786,po-06,3,,True
copo-003569,co-00786,po-10,3,,True
copo-003570,co-00786,po-01,3,,True
copo-003571,co-00786,po-03,2,,True
copo-003572,co-00786,po-12,3,,True
copo-003573,co-00786,po-11,3,,True
copo-003574,co-00787,po-03,2,,True
copo-003575,co-00787,po-11,3,,True
copo-003576,co-00787,po-09,3,,True
copo-003577,co-00787,po-08,3,,True
copo-003578,co-00787,po-04,2,,True
copo-003579,co-00788,po-10,3,,True
copo-003580,co-00788,po-09,3,,True
copo-003581,co-00788,po-03,3,,True
copo-003582,co-00788,po-02,1,,True
copo-003583,co-00788,po-08,3,,True
copo-003584,co-00789,po-03,1,,True
copo-003585,co-00789,po-09,1,,True
copo-003586,co-00789,po-05,3,,True
copo-003587,co-00790,po-01,1,,True
copo-003588,co-00790,po-10,2,,True
copo-003589,co-00790,po-09,2,,True
copo-003590,co-00790,po-06,2,,True
copo-003591,co-00791,po-04,3,,True
copo-003592,co-00791,po-08,3,,True
copo-003593,co-00791,po-02,3,,True
copo-003594,co-00792,po-06,3,,True
copo-003595,co-00792,po-02,3,,True
copo-003596,co-00792,po-07,3,,True
copo-003597,co-00793,po-09,2,,True
copo-003598,co-00793,po-08,3,,True
copo-003599,co-00793,po-03,1,,True
copo-003600,co-00794,po-01,2,,True
copo-003601,co-00794,po-08,3,,True
copo-003602,co-00794,po-09,2,,True
copo-003603,co-00795,po-08,2,,True
copo-003604,co-00795,po-05,3,,True
copo-003605,co-00795,po-04,3,,True
copo-003606,co-00795,po-01,3,,True
copo-003607,co-00795,po-09,3,,True
copo-003608,co-00795,po-12,3,,True
copo-003609,co-00796,po-01,3,,True
copo-003610,co-00796,po-02,2,,True
copo-003611,co-00796,po-12,2,,True
copo-003612,co-00796,po-03,1,,True
copo-003613,co-00797,po-06,3,,True
copo-003614,co-00797,po-10,3,,True
copo-003615,co-00797,po-04,3,,True
copo-003616,co-00797,po-05,3,,True
copo-003617,co-00797,po-03,1,,True
copo-003618,co-00798,po-02,2,,True
copo-003619,co-00798,po-05,3,,True
copo-003620,co-00798,po-09,3,,True
copo-003621,co-00799,po-04,3,,True
copo-003622,co-00799,po-08,2,,True
copo-003623,co-00799,po-05,3,,True
copo-003624,co-00799,po-06,2,,True
copo-003625,co-00799,po-10,2,,True
copo-003626,co-00800,po-01,3,,True
copo-003627,co-00800,po-06,3,,True
copo-003628,co-00800,po-07,3,,True
copo-003629,co-00801,po-02,2,,True
copo-003630,co-00801,po-04,3,,True
copo-003631,co-00801,po-03,3,,True
copo-003632,co-00801,po-09,2,,True
copo-003633,co-00801,po-11,1,,True
copo-003634,co-00802,po-05,3,,True
copo-003635,co-00802,po-10,3,,True
copo-003636,co-00802,po-04,3,,True
copo-003637,co-00802,po-01,3,,True
copo-003638,co-00802,po-06,3,,True
copo-003639,co-00803,po-02,3,,True
copo-003640,co-00803,po-09,3,,True
copo-003641,co-00803,po-07,2,,True
copo-003642,co-00804,po-07,3,,True
copo-003643,co-00804,po-10,3,,True
copo-003644,co-00804,po-11,3,,True
copo-003645,co-00804,po-09,2,,True
copo-003646,co-00804,po-05,2,,True
copo-003647,co-00804,po-02,1,,True
copo-003648,co-00805,po-11,2,,True
copo-003649,co-00805,po-05,3,,True
copo-003650,co-00805,po-02,3,,True
copo-003651,co-00805,po-04,1,,True
copo-003652,co-00805,po-12,3,,True
copo-003653,co-00806,po-02,2,,True
copo-003654,co-00806,po-08,3,,True
copo-003655,co-00806,po-03,2,,True
copo-003656,co-00806,po-05,2,,True
copo-003657,co-00806,po-09,3,,True
copo-003658,co-00807,po-03,1,,True
copo-003659,co-00807,po-10,3,,True
copo-003660,co-00807,po-01,1,,True
copo-003661,co-00807,po-04,2,,True
copo-003662,co-00808,po-10,3,,True
copo-003663,co-00808,po-06,2,,True
copo-003664,co-00808,po-01,2,,True
copo-003665,co-00808,po-09,1,,True
copo-003666,co-00808,po-04,3,,True
copo-003667,co-00808,po-12,2,,True
copo-003668,co-00809,po-10,1,,True
copo-003669,co-00809,po-04,1,,True
copo-003670,co-00809,po-06,3,,True
copo-003671,co-00810,po-02,3,,True
copo-003672,co-00810,po-09,2,,True
copo-003673,co-00810,po-12,3,,True
copo-003674,co-00810,po-04,3,,True
copo-003675,co-00810,po-11,1,,True
copo-003676,co-00810,po-03,3,,True
copo-003677,co-00811,po-07,2,,True
copo-003678,co-00811,po-11,3,,True
copo-003679,co-00811,po-02,3,,True
copo-003680,co-00811,po-10,3,,True
copo-003681,co-00812,po-09,3,,True
copo-003682,co-00812,po-02,3,,True
copo-003683,co-00812,po-12,3,,True
copo-003684,co-00812,po-01,2,,True
copo-003685,co-00812,po-08,2,,True
copo-003686,co-00812,po-06,2,,True
copo-003687,co-00813,po-04,3,,True
copo-003688,co-00813,po-06,2,,True
copo-003689,co-00813,po-12,3,,True
copo-003690,co-00813,po-11,1,,True
copo-003691,co-00813,po-10,3,,True
copo-003692,co-00814,po-08,2,,True
copo-003693,co-00814,po-07,3,,True
copo-003694,co-00814,po-06,3,,True
copo-003695,co-00814,po-02,1,,True
copo-003696,co-00815,po-11,3,,True
copo-003697,co-00815,po-08,2,,True
copo-003698,co-00815,po-10,3,,True
copo-003699,co-00815,po-04,2,,True
copo-003700,co-00815,po-12,3,,True
copo-003701,co-00816,po-03,3,,True
copo-003702,co-00816,po-09,3,,True
copo-003703,co-00816,po-11,2,,True
copo-003704,co-00817,po-07,1,,True
copo-003705,co-00817,po-09,2,,True
copo-003706,co-00817,po-04,2,,True
copo-003707,co-00817,po-05,3,,True
copo-003708,co-00818,po-12,3,,True
copo-003709,co-00818,po-01,2,,True
copo-003710,co-00818,po-02,3,,True
copo-003711,co-00819,po-11,2,,True
copo-003712,co-00819,po-08,3,,True
copo-003713,co-00819,po-07,2,,True
copo-003714,co-00819,po-05,3,,True
copo-003715,co-00819,po-12,3,,True
copo-003716,co-00819,po-06,3,,True
copo-003717,co-00820,po-03,3,,True
copo-003718,co-00820,po-01,2,,True
copo-003719,co-00820,po-10,3,,True
copo-003720,co-00821,po-04,2,,True
copo-003721,co-00821,po-11,1,,True
copo-003722,co-00821,po-05,2,,True
copo-003723,co-00822,po-01,3,,True
copo-003724,co-00822,po-10,2,,True
copo-003725,co-00822,po-12,1,,True
copo-003726,co-00822,po-09,3,,True
copo-003727,co-00823,po-06,3,,True
copo-003728,co-00823,po-04,3,,True
copo-003729,co-00823,po-05,3,,True
copo-003730,co-00824,po-09,3,,True
copo-003731,co-00824,po-03,1,,True
copo-003732,co-00824,po-08,3,,True
copo-003733,co-00824,po-05,3,,True
copo-003734,co-00824,po-02,3,,True
copo-003735,co-00824,po-06,2,,True
copo-003736,co-00825,po-03,2,,True
copo-003737,co-00825,po-05,1,,True
copo-003738,co-00825,po-02,3,,True
copo-003739,co-00826,po-12,3,,True
copo-003740,co-00826,po-02,2,,True
copo-003741,co-00826,po-06,2,,True
copo-003742,co-00826,po-03,3,,True
copo-003743,co-00827,po-12,3,,True
copo-003744,co-00827,po-03,2,,True
copo-003745,co-00827,po-01,3,,True
copo-003746,co-00827,po-07,3,,True
copo-003747,co-00828,po-11,3,,True
copo-003748,co-00828,po-06,2,,True
copo-003749,co-00828,po-08,2,,True
copo-003750,co-00828,po-09,2,,True
copo-003751,co-00829,po-11,3,,True
copo-003752,co-00829,po-08,3,,True
copo-003753,co-00829,po-12,2,,True
copo-003754,co-00829,po-07,1,,True
copo-003755,co-00829,po-06,2,,True
copo-003756,co-00830,po-05,2,,True
copo-003757,co-00830,po-07,2,,True
copo-003758,co-00830,po-08,3,,True
copo-003759,co-00831,po-02,3,,True
copo-003760,co-00831,po-03,3,,True
copo-003761,co-00831,po-08,3,,True
copo-003762,co-00831,po-06,2,,True
copo-003763,co-00831,po-12,3,,True
copo-003764,co-00831,po-11,3,,True
copo-003765,co-00832,po-12,1,,True
copo-003766,co-00832,po-01,3,,True
copo-003767,co-00832,po-07,2,,True
copo-003768,co-00833,po-09,2,,True
copo-003769,co-00833,po-02,3,,True
copo-003770,co-00833,po-01,2,,True
copo-003771,co-00833,po-12,2,,True
copo-003772,co-00833,po-04,3,,True
copo-003773,co-00834,po-12,3,,True
copo-003774,co-00834,po-04,2,,True
copo-003775,co-00834,po-05,3,,True
copo-003776,co-00834,po-03,3,,True
copo-003777,co-00834,po-06,2,,True
copo-003778,co-00834,po-09,1,,True
copo-003779,co-00835,po-01,3,,True
copo-003780,co-00835,po-09,3,,True
copo-003781,co-00835,po-02,3,,True
copo-003782,co-00836,po-03,1,,True
copo-003783,co-00836,po-05,2,,True
copo-003784,co-00836,po-11,3,,True
copo-003785,co-00837,po-07,3,,True
copo-003786,co-00837,po-05,2,,True
copo-003787,co-00837,po-12,3,,True
copo-003788,co-00837,po-02,2,,True
copo-003789,co-00837,po-04,3,,True
copo-003790,co-00837,po-08,3,,True
copo-003791,co-00838,po-07,2,,True
copo-003792,co-00838,po-01,3,,True
copo-003793,co-00838,po-08,3,,True
copo-003794,co-00838,po-12,1,,True
copo-003795,co-00839,po-04,2,,True
copo-003796,co-00839,po-10,3,,True
copo-003797,co-00839,po-01,3,,True
copo-003798,co-00839,po-07,1,,True
copo-003799,co-00839,po-12,3,,True
copo-003800,co-00839,po-08,2,,True
copo-003801,co-00840,po-03,2,,True
copo-003802,co-00840,po-11,3,,True
copo-003803,co-00840,po-02,3,,True
copo-003804,co-00840,po-10,2,,True
copo-003805,co-00840,po-12,1,,True
copo-003806,co-00841,po-07,3,,True
copo-003807,co-00841,po-10,3,,True
copo-003808,co-00841,po-08,2,,True
copo-003809,co-00841,po-09,1,,True
copo-003810,co-00842,po-04,3,,True
copo-003811,co-00842,po-08,3,,True
copo-003812,co-00842,po-02,2,,True
copo-003813,co-00842,po-01,3,,True
copo-003814,co-00843,po-03,1,,True
copo-003815,co-00843,po-09,3,,True
copo-003816,co-00843,po-07,2,,True
copo-003817,co-00843,po-10,3,,True
copo-003818,co-00843,po-01,3,,True
copo-003819,co-00843,po-12,2,,True
copo-003820,co-00844,po-10,2,,True
copo-003821,co-00844,po-06,3,,True
copo-003822,co-00844,po-12,3,,True
copo-003823,co-00844,po-03,2,,True
copo-003824,co-00844,po-09,3,,True
copo-003825,co-00845,po-09,2,,True
copo-003826,co-00845,po-10,2,,True
copo-003827,co-00845,po-05,3,,True
copo-003828,co-00845,po-08,3,,True
copo-003829,co-00845,po-12,2,,True
copo-003830,co-00846,po-04,3,,True
copo-003831,co-00846,po-05,3,,True
copo-003832,co-00846,po-11,3,,True
copo-003833,co-00847,po-06,1,,True
copo-003834,co-00847,po-10,3,,True
copo-003835,co-00847,po-07,2,,True
copo-003836,co-00847,po-05,1,,True
copo-003837,co-00847,po-04,3,,True
copo-003838,co-00848,po-05,2,,True
copo-003839,co-00848,po-03,3,,True
copo-003840,co-00848,po-12,3,,True
copo-003841,co-00848,po-02,3,,True
copo-003842,co-00849,po-06,2,,True
copo-003843,co-00849,po-10,1,,True
copo-003844,co-00849,po-11,2,,True
copo-003845,co-00849,po-05,2,,True
copo-003846,co-00849,po-08,1,,True
copo-003847,co-00849,po-02,3,,True
copo-003848,co-00850,po-03,2,,True
copo-003849,co-00850,po-12,1,,True
copo-003850,co-00850,po-08,1,,True
copo-003851,co-00850,po-01,2,,True
copo-003852,co-00851,po-11,2,,True
copo-003853,co-00851,po-06,2,,True
copo-003854,co-00851,po-07,3,,True
copo-003855,co-00851,po-04,1,,True
copo-003856,co-00851,po-09,2,,True
copo-003857,co-00851,po-08,3,,True
copo-003858,co-00852,po-09,1,,True
copo-003859,co-00852,po-04,2,,True
copo-003860,co-00852,po-01,2,,True
copo-003861,co-00852,po-05,3,,True
copo-003862,co-00852,po-06,1,,True
copo-003863,co-00853,po-01,1,,True
copo-003864,co-00853,po-11,3,,True
copo-003865,co-00853,po-05,3,,True
copo-003866,co-00853,po-08,2,,True
copo-003867,co-00853,po-07,2,,True
copo-003868,co-00854,po-10,3,,True
copo-003869,co-00854,po-01,3,,True
copo-003870,co-00854,po-08,3,,True
copo-003871,co-00855,po-03,1,,True
copo-003872,co-00855,po-08,3,,True
copo-003873,co-00855,po-09,3,,True
copo-003874,co-00855,po-02,2,,True
copo-003875,co-00855,po-01,3,,True
copo-003876,co-00855,po-12,3,,True
copo-003877,co-00856,po-03,1,,True
copo-003878,co-00856,po-02,3,,True
copo-003879,co-00856,po-07,3,,True
copo-003880,co-00856,po-11,3,,True
copo-003881,co-00857,po-02,3,,True
copo-003882,co-00857,po-12,1,,True
copo-003883,co-00857,po-03,2,,True
copo-003884,co-00858,po-10,2,,True
copo-003885,co-00858,po-11,3,,True
copo-003886,co-00858,po-01,2,,True
copo-003887,co-00858,po-03,3,,True
copo-003888,co-00858,po-12,1,,True
copo-003889,co-00859,po-05,2,,True
copo-003890,co-00859,po-11,1,,True
copo-003891,co-00859,po-04,3,,True
copo-003892,co-00859,po-03,3,,True
copo-003893,co-00860,po-03,2,,True
copo-003894,co-00860,po-05,2,,True
copo-003895,co-00860,po-12,2,,True
copo-003896,co-00860,po-06,2,,True
copo-003897,co-00860,po-07,2,,True
copo-003898,co-00861,po-05,2,,True
copo-003899,co-00861,po-08,3,,True
copo-003900,co-00861,po-12,2,,True
copo-003901,co-00861,po-02,2,,True
copo-003902,co-00861,po-11,3,,True
copo-003903,co-00862,po-11,3,,True
copo-003904,co-00862,po-12,3,,True
copo-003905,co-00862,po-03,2,,True
copo-003906,co-00862,po-01,3,,True
copo-003907,co-00862,po-07,3,,True
copo-003908,co-00862,po-02,2,,True
copo-003909,co-00863,po-03,3,,True
copo-003910,co-00863,po-08,3,,True
copo-003911,co-00863,po-09,3,,True
copo-003912,co-00863,po-12,3,,True
copo-003913,co-00863,po-01,3,,True
copo-003914,co-00864,po-12,2,,True
copo-003915,co-00864,po-07,3,,True
copo-003916,co-00864,po-08,2,,True
copo-003917,co-00864,po-04,3,,True
copo-003918,co-00864,po-05,3,,True
copo-003919,co-00864,po-06,3,,True
copo-003920,co-00865,po-01,3,,True
copo-003921,co-00865,po-04,2,,True
copo-003922,co-00865,po-09,3,,True
copo-003923,co-00865,po-02,3,,True
copo-003924,co-00865,po-07,3,,True
copo-003925,co-00866,po-03,2,,True
copo-003926,co-00866,po-09,3,,True
copo-003927,co-00866,po-12,3,,True
copo-003928,co-00867,po-08,1,,True
copo-003929,co-00867,po-03,3,,True
copo-003930,co-00867,po-06,3,,True
copo-003931,co-00868,po-12,2,,True
copo-003932,co-00868,po-04,1,,True
copo-003933,co-00868,po-08,3,,True
copo-003934,co-00868,po-07,2,,True
copo-003935,co-00868,po-10,2,,True
copo-003936,co-00868,po-06,2,,True
copo-003937,co-00869,po-06,3,,True
copo-003938,co-00869,po-05,3,,True
copo-003939,co-00869,po-07,3,,True
copo-003940,co-00869,po-10,3,,True
copo-003941,co-00869,po-02,1,,True
copo-003942,co-00869,po-03,2,,True
copo-003943,co-00870,po-04,3,,True
copo-003944,co-00870,po-06,1,,True
copo-003945,co-00870,po-11,3,,True
copo-003946,co-00870,po-10,3,,True
copo-003947,co-00871,po-02,1,,True
copo-003948,co-00871,po-11,2,,True
copo-003949,co-00871,po-04,2,,True
copo-003950,co-00871,po-03,3,,True
copo-003951,co-00871,po-08,1,,True
copo-003952,co-00871,po-12,2,,True
copo-003953,co-00872,po-09,2,,True
copo-003954,co-00872,po-06,3,,True
copo-003955,co-00872,po-08,3,,True
copo-003956,co-00872,po-11,3,,True
copo-003957,co-00872,po-12,3,,True
copo-003958,co-00872,po-01,1,,True
copo-003959,co-00873,po-01,2,,True
copo-003960,co-00873,po-06,3,,True
copo-003961,co-00873,po-10,3,,True
copo-003962,co-00873,po-05,3,,True
copo-003963,co-00874,po-07,3,,True
copo-003964,co-00874,po-01,3,,True
copo-003965,co-00874,po-08,2,,True
copo-003966,co-00874,po-05,1,,True
copo-003967,co-00874,po-11,3,,True
copo-003968,co-00874,po-10,3,,True
copo-003969,co-00875,po-05,3,,True
copo-003970,co-00875,po-07,2,,True
copo-003971,co-00875,po-06,2,,True
copo-003972,co-00875,po-12,2,,True
copo-003973,co-00875,po-01,2,,True
copo-003974,co-00876,po-01,1,,True
copo-003975,co-00876,po-08,2,,True
copo-003976,co-00876,po-06,3,,True
copo-003977,co-00876,po-05,1,,True
copo-003978,co-00876,po-12,3,,True
copo-003979,co-00876,po-09,3,,True
copo-003980,co-00877,po-04,3,,True
copo-003981,co-00877,po-03,2,,True
copo-003982,co-00877,po-02,3,,True
copo-003983,co-00877,po-09,3,,True
copo-003984,co-00877,po-10,3,,True
copo-003985,co-00877,po-08,2,,True
copo-003986,co-00878,po-12,2,,True
copo-003987,co-00878,po-01,3,,True
copo-003988,co-00878,po-06,2,,True
copo-003989,co-00878,po-08,3,,True
copo-003990,co-00879,po-05,2,,True
copo-003991,co-00879,po-09,3,,True
copo-003992,co-00879,po-01,2,,True
copo-003993,co-00879,po-07,2,,True
copo-003994,co-00880,po-07,3,,True
copo-003995,co-00880,po-04,3,,True
copo-003996,co-00880,po-01,2,,True
copo-003997,co-00881,po-05,2,,True
copo-003998,co-00881,po-08,2,,True
copo-003999,co-00881,po-10,1,,True
copo-004000,co-00881,po-06,3,,True
copo-004001,co-00881,po-02,2,,True
copo-004002,co-00882,po-02,3,,True
copo-004003,co-00882,po-10,3,,True
copo-004004,co-00882,po-05,3,,True
copo-004005,co-00882,po-08,3,,True
copo-004006,co-00883,po-08,3,,True
copo-004007,co-00883,po-11,3,,True
copo-004008,co-00883,po-12,2,,True
copo-004009,co-00883,po-01,3,,True
copo-004010,co-00883,po-03,2,,True
copo-004011,co-00884,po-07,3,,True
copo-004012,co-00884,po-01,3,,True
copo-004013,co-00884,po-05,2,,True
copo-004014,co-00884,po-09,3,,True
copo-004015,co-00884,po-08,3,,True
copo-004016,co-00884,po-02,1,,True
copo-004017,co-00885,po-07,1,,True
copo-004018,co-00885,po-04,3,,True
copo-004019,co-00885,po-11,2,,True
copo-004020,co-00886,po-03,2,,True
copo-004021,co-00886,po-07,2,,True
copo-004022,co-00886,po-09,3,,True
copo-004023,co-00886,po-11,3,,True
copo-004024,co-00887,po-10,1,,True
copo-004025,co-00887,po-12,2,,True
copo-004026,co-00887,po-07,3,,True
copo-004027,co-00888,po-03,2,,True
copo-004028,co-00888,po-10,1,,True
copo-004029,co-00888,po-08,3,,True
copo-004030,co-00888,po-02,3,,True
copo-004031,co-00889,po-09,3,,True
copo-004032,co-00889,po-12,2,,True
copo-004033,co-00889,po-04,2,,True
copo-004034,co-00889,po-03,3,,True
copo-004035,co-00889,po-08,3,,True
copo-004036,co-00889,po-11,2,,True
copo-004037,co-00890,po-03,3,,True
copo-004038,co-00890,po-05,3,,True
copo-004039,co-00890,po-02,3,,True
copo-004040,co-00890,po-01,2,,True
copo-004041,co-00890,po-04,3,,True
copo-004042,co-00891,po-04,3,,True
copo-004043,co-00891,po-03,2,,True
copo-004044,co-00891,po-08,2,,True
copo-004045,co-00891,po-09,2,,True
copo-004046,co-00891,po-02,3,,True
copo-004047,co-00891,po-07,3,,True
copo-004048,co-00892,po-01,3,,True
copo-004049,co-00892,po-12,3,,True
copo-004050,co-00892,po-07,3,,True
copo-004051,co-00893,po-05,3,,True
copo-004052,co-00893,po-08,2,,True
copo-004053,co-00893,po-06,3,,True
copo-004054,co-00893,po-11,1,,True
copo-004055,co-00893,po-12,2,,True
copo-004056,co-00894,po-09,2,,True
copo-004057,co-00894,po-05,3,,True
copo-004058,co-00894,po-01,2,,True
