id,college_id,department_id,semester,name,credits,type,subject_code,regulation_year,hours_per_week,course_category,lecture_hrs,tutorial_hrs,practical_hrs,is_mooc,mooc_platform,mooc_credit_equiv
subj-0225,aits-hyd-001,dept-mech,3,Mechanics of Solids,3,Theory,22ME3102,R22,4,core,3,1,0,False,,
subj-0226,aits-hyd-001,dept-mech,3,Manufacturing Technology,3,Theory,22ME3103,R22,3,core,3,0,0,False,,
subj-0227,aits-hyd-001,dept-mech,3,Fluid Mechanics,3,Theory,22ME3104,R22,3,core,3,0,0,False,,
subj-0228,aits-hyd-001,dept-mech,3,Manufacturing Lab,2,Lab,22ME3105,R22,3,core,0,0,3,False,,
subj-0229,aits-hyd-001,dept-mech,3,Fluid Mechanics Lab,1,Lab,22ME3106,R22,2,core,0,0,2,False,,
subj-0230,aits-hyd-001,dept-mech,3,Managerial Economics & Financial Analysis,3,Theory,22HS3101,R22,3,sec,3,0,0,False,,
subj-0231,aits-hyd-001,dept-mech,4,Kinematics of Machinery,3,Theory,22ME4101,R22,3,core,3,0,0,False,,
subj-0232,aits-hyd-001,dept-mech,4,Thermal Engineering - I,3,Theory,22ME4102,R22,3,core,3,0,0,False,,
subj-0233,aits-hyd-001,dept-mech,4,Machine Design - I,3,Theory,22ME4103,R22,4,core,3,1,0,False,,
subj-0234,aits-hyd-001,dept-mech,4,Metrology & Quality Control,3,Theory,22ME4104,R22,3,core,3,0,0,False,,
subj-0235,aits-hyd-001,dept-mech,4,Thermal Engineering Lab,2,Lab,22ME4105,R22,3,core,0,0,3,False,,
subj-0236,aits-hyd-001,dept-mech,4,Metrology Lab,1,Lab,22ME4106,R22,2,core,0,0,2,False,,
subj-0237,aits-hyd-001,dept-mech,4,Environmental Science,2,Theory,22HS4101,R22,2,mdc,2,0,0,False,,
subj-0238,aits-hyd-001,dept-mech,5,Dynamics of Machinery,3,Theory,22ME5101,R22,3,core,3,0,0,False,,
subj-0239,aits-hyd-001,dept-mech,5,Heat Transfer,3,Theory,22ME5102,R22,3,core,3,0,0,False,,
subj-0240,aits-hyd-001,dept-mech,5,Machine Design - II,3,Theory,22ME5103,R22,3,core,3,0,0,False,,
subj-0241,aits-hyd-001,dept-mech,5,Industrial Engineering,3,Theory,22ME5104,R22,3,core,3,0,0,False,,
subj-0242,aits-hyd-001,dept-mech,5,CAD/CAM Lab,2,Lab,22ME5105,R22,3,core,0,0,3,False,,
subj-0243,aits-hyd-001,dept-mech,5,Professional Elective - I,3,Theory,22ME5106,R22,3,elective,3,0,0,False,,
subj-0244,aits-hyd-001,dept-mech,5,Constitution of India,0,Theory,22MC5101,R22,2,mdc,2,0,0,False,,
subj-0245,aits-hyd-001,dept-mech,6,Automobile Engineering,3,Theory,22ME6101,R22,3,core,3,0,0,False,,
subj-0246,aits-hyd-001,dept-mech,6,Finite Element Methods,3,Theory,22ME6102,R22,3,core,3,0,0,False,,
subj-0247,aits-hyd-001,dept-mech,6,Robotics,3,Theory,22ME6103,R22,3,core,3,0,0,False,,
subj-0248,aits-hyd-001,dept-mech,6,Operations Research,3,Theory,22ME6104,R22,3,core,3,0,0,False,,
subj-0249,aits-hyd-001,dept-mech,6,Robotics & Simulation Lab,2,Lab,22ME6105,R22,3,core,0,0,3,False,,
subj-0250,aits-hyd-001,dept-mech,6,Professional Elective - II,3,Theory,22ME6106,R22,3,elective,3,0,0,False,,
subj-0251,aits-hyd-001,dept-mech,6,Open Elective - I,3,Theory,22ME6107,R22,3,open_elective,3,0,0,False,,
subj-0252,aits-hyd-001,dept-mech,7,Power Plant Engineering,3,Theory,22ME7101,R22,3,core,3,0,0,False,,
subj-0253,aits-hyd-001,dept-mech,7,Refrigeration & Air Conditioning,3,Theory,22ME7102,R22,3,core,3,0,0,False,,
subj-0254,aits-hyd-001,dept-mech,7,Professional Elective - III,3,Theory,22ME7103,R22,3,elective,3,0,0,False,,
subj-0255,aits-hyd-001,dept-mech,7,Open Elective - II,3,Theory,22ME7104,R22,3,open_elective,3,0,0,False,,
subj-0256,aits-hyd-001,dept-mech,7,Project - I,2,Lab,22ME7105,R22,4,core,0,0,4,False,,
subj-0257,aits-hyd-001,dept-mech,7,Seminar,2,Lab,22ME7106,R22,2,core,0,0,2,False,,
subj-0258,aits-hyd-001,dept-mech,8,Professional Elective - IV,3,Theory,22ME8101,R22,3,elective,3,0,0,False,,
subj-0259,aits-hyd-001,dept-mech,8,Project - II,8,Lab,22ME8102,R22,16,core,0,0,16,False,,
subj-0260,aits-hyd-001,dept-mech,8,Comprehensive Viva,2,Lab,22ME8103,R22,0,core,0,0,0,False,,
subj-0261,aits-hyd-001,dept-civil,1,Linear Algebra & Calculus,4,Theory,22MA1101,R22,4,core,3,1,0,False,,
subj-0262,aits-hyd-001,dept-civil,1,Applied Physics,4,Theory,22PH1101,R22,3,core,3,0,0,False,,
subj-0263,aits-hyd-001,dept-civil,1,Programming for Problem Solving (C),3,Theory,22CS1101,R22,3,core,3,0,0,False,,
subj-0264,aits-hyd-001,dept-civil,1,Programming for Problem Solving Lab,1,Lab,22CS1102,R22,3,core,0,0,3,False,,
subj-0265,aits-hyd-001,dept-civil,1,English - I,2,Theory,22EN1101,R22,2,aec,2,0,0,False,,
subj-0266,aits-hyd-001,dept-civil,1,Engineering Drawing,2,Lab,22ME1101,R22,3,core,1,0,2,False,,
subj-0267,aits-hyd-001,dept-civil,1,Applied Physics Lab,1,Lab,22PH1102,R22,2,core,0,0,2,False,,
subj-0268,aits-hyd-001,dept-civil,2,"Probability, Statistics & Numerical Methods",4,Theory,22MA1201,R22,4,core,3,1,0,False,,
subj-0269,aits-hyd-001,dept-civil,2,Engineering Chemistry,4,Theory,22CH1201,R22,3,core,3,0,0,False,,
subj-0270,aits-hyd-001,dept-civil,2,Basic Electrical Engineering,3,Theory,22EE1201,R22,3,core,3,0,0,False,,
subj-0271,aits-hyd-001,dept-civil,2,Basic Electrical Engineering Lab,1,Lab,22EE1202,R22,2,core,0,0,2,False,,
subj-0272,aits-hyd-001,dept-civil,2,English - II,2,Theory,22EN1201,R22,2,aec,2,0,0,False,,
subj-0273,aits-hyd-001,dept-civil,2,Data Structures,3,Theory,22CS1201,R22,3,core,3,0,0,False,,
subj-0274,aits-hyd-001,dept-civil,2,Data Structures Lab,1,Lab,22CS1202,R22,3,core,0,0,3,False,,
subj-0275,aits-hyd-001,dept-civil,2,Engineering Chemistry Lab,1,Lab,22CH1202,R22,2,core,0,0,2,False,,
subj-0276,aits-hyd-001,dept-civil,3,Mechanics of Solids,3,Theory,22CE3101,R22,4,core,3,1,0,False,,
subj-0277,aits-hyd-001,dept-civil,3,Surveying,3,Theory,22CE3102,R22,3,core,3,0,0,False,,
subj-0278,aits-hyd-001,dept-civil,3,Building Materials & Construction,3,Theory,22CE3103,R22,3,core,3,0,0,False,,
subj-0279,aits-hyd-001,dept-civil,3,Fluid Mechanics,3,Theory,22CE3104,R22,3,core,3,0,0,False,,
subj-0280,aits-hyd-001,dept-civil,3,Surveying Lab,2,Lab,22CE3105,R22,3,core,0,0,3,False,,
subj-0281,aits-hyd-001,dept-civil,3,Fluid Mechanics Lab,1,Lab,22CE3106,R22,2,core,0,0,2,False,,
subj-0282,aits-hyd-001,dept-civil,3,Managerial Economics & Financial Analysis,3,Theory,22HS3101,R22,3,sec,3,0,0,False,,
subj-0283,aits-hyd-001,dept-civil,4,Structural Analysis - I,3,Theory,22CE4101,R22,4,core,3,1,0,False,,
subj-0284,aits-hyd-001,dept-civil,4,Geotechnical Engineering - I,3,Theory,22CE4102,R22,3,core,3,0,0,False,,
subj-0285,aits-hyd-001,dept-civil,4,Hydraulics & Hydraulic Machinery,3,Theory,22CE4103,R22,3,core,3,0,0,False,,
subj-0286,aits-hyd-001,dept-civil,4,Concrete Technology,3,Theory,22CE4104,R22,3,core,3,0,0,False,,
subj-0287,aits-hyd-001,dept-civil,4,Geotechnical Lab,2,Lab,22CE4105,R22,3,core,0,0,3,False,,
subj-0288,aits-hyd-001,dept-civil,4,Concrete Lab,1,Lab,22CE4106,R22,2,core,0,0,2,False,,
subj-0289,aits-hyd-001,dept-civil,4,Environmental Science,2,Theory,22HS4101,R22,2,mdc,2,0,0,False,,
subj-0290,aits-hyd-001,dept-civil,5,Structural Analysis - II,3,Theory,22CE5101,R22,3,core,3,0,0,False,,
subj-0291,aits-hyd-001,dept-civil,5,Design of RC Structures,3,Theory,22CE5102,R22,3,core,3,0,0,False,,
subj-0292,aits-hyd-001,dept-civil,5,Transportation Engineering,3,Theory,22CE5103,R22,3,core,3,0,0,False,,
subj-0293,aits-hyd-001,dept-civil,5,Environmental Engineering,3,Theory,22CE5104,R22,3,core,3,0,0,False,,
subj-0294,aits-hyd-001,dept-civil,5,RC Design Lab,2,Lab,22CE5105,R22,3,core,0,0,3,False,,
subj-0295,aits-hyd-001,dept-civil,5,Professional Elective - I,3,Theory,22CE5106,R22,3,elective,3,0,0,False,,
subj-0296,aits-hyd-001,dept-civil,5,Constitution of India,0,Theory,22MC5101,R22,2,mdc,2,0,0,False,,
subj-0297,aits-hyd-001,dept-civil,6,Design of Steel Structures,3,Theory,22CE6101,R22,3,core,3,0,0,False,,
subj-0298,aits-hyd-001,dept-civil,6,Geotechnical Engineering - II,3,Theory,22CE6102,R22,3,core,3,0,0,False,,
subj-0299,aits-hyd-001,dept-civil,6,Hydrology & Water Resources,3,Theory,22CE6103,R22,3,core,3,0,0,False,,
subj-0300,aits-hyd-001,dept-civil,6,Estimation & Costing,3,Theory,22CE6104,R22,3,core,3,0,0,False,,
subj-0301,aits-hyd-001,dept-civil,6,Steel Structures Lab,2,Lab,22CE6105,R22,3,core,0,0,3,False,,
subj-0302,aits-hyd-001,dept-civil,6,Professional Elective - II,3,Theory,22CE6106,R22,3,elective,3,0,0,False,,
subj-0303,aits-hyd-001,dept-civil,6,Open Elective - I,3,Theory,22CE6107,R22,3,open_elective,3,0,0,False,,
subj-0304,aits-hyd-001,dept-civil,7,Construction Planning & Management,3,Theory,22CE7101,R22,3,core,3,0,0,False,,
subj-0305,aits-hyd-001,dept-civil,7,Remote Sensing & GIS,3,Theory,22CE7102,R22,3,core,3,0,0,False,,
subj-0306,aits-hyd-001,dept-civil,7,Professional Elective - III,3,Theory,22CE7103,R22,3,elective,3,0,0,False,,
subj-0307,aits-hyd-001,dept-civil,7,Open Elective - II,3,Theory,22CE7104,R22,3,open_elective,3,0,0,False,,
subj-0308,aits-hyd-001,dept-civil,7,Project - I,2,Lab,22CE7105,R22,4,core,0,0,4,False,,
subj-0309,aits-hyd-001,dept-civil,7,Seminar,2,Lab,22CE7106,R22,2,core,0,0,2,False,,
subj-0310,aits-hyd-001,dept-civil,8,Professional Elective - IV,3,Theory,22CE8101,R22,3,elective,3,0,0,False,,
subj-0311,aits-hyd-001,dept-civil,8,Project - II,8,Lab,22CE8102,R22,16,core,0,0,16,False,,
subj-0312,aits-hyd-001,dept-civil,8,Comprehensive Viva,2,Lab,22CE8103,R22,0,core,0,0,0,False,,
subj-0313,aits-hyd-001,dept-csm,1,Linear Algebra & Calculus,4,Theory,22MA1101,R22,4,core,3,1,0,False,,
subj-0314,aits-hyd-001,dept-csm,1,Applied Physics,4,Theory,22PH1101,R22,3,core,3,0,0,False,,
subj-0315,aits-hyd-001,dept-csm,1,Programming for Problem Solving (C),3,Theory,22CS1101,R22,3,core,3,0,0,False,,
subj-0316,aits-hyd-001,dept-csm,1,Programming for Problem Solving Lab,1,Lab,22CS1102,R22,3,core,0,0,3,False,,
subj-0317,aits-hyd-001,dept-csm,1,English - I,2,Theory,22EN1101,R22,2,aec,2,0,0,False,,
subj-0318,aits-hyd-001,dept-csm,1,Engineering Drawing,2,Lab,22ME1101,R22,3,core,1,0,2,False,,
subj-0319,aits-hyd-001,dept-csm,1,Applied Physics Lab,1,Lab,22PH1102,R22,2,core,0,0,2,False,,
subj-0320,aits-hyd-001,dept-csm,2,"Probability, Statistics & Numerical Methods",4,Theory,22MA1201,R22,4,core,3,1,0,False,,
subj-0321,aits-hyd-001,dept-csm,2,Engineering Chemistry,4,Theory,22CH1201,R22,3,core,3,0,0,False,,
subj-0322,aits-hyd-001,dept-csm,2,Basic Electrical Engineering,3,Theory,22EE1201,R22,3,core,3,0,0,False,,
subj-0323,aits-hyd-001,dept-csm,2,Basic Electrical Engineering Lab,1,Lab,22EE1202,R22,2,core,0,0,2,False,,
subj-0324,aits-hyd-001,dept-csm,2,English - II,2,Theory,22EN1201,R22,2,aec,2,0,0,False,,
subj-0325,aits-hyd-001,dept-csm,2,Data Structures,3,Theory,22CS1201,R22,3,core,3,0,0,False,,
subj-0326,aits-hyd-001,dept-csm,2,Data Structures Lab,1,Lab,22CS1202,R22,3,core,0,0,3,False,,
subj-0327,aits-hyd-001,dept-csm,2,Engineering Chemistry Lab,1,Lab,22CH1202,R22,2,core,0,0,2,False,,
subj-0328,aits-hyd-001,dept-csm,3,Discrete Mathematics,3,Theory,22AI3101,R22,3,core,3,0,0,False,,
subj-0329,aits-hyd-001,dept-csm,3,Object-Oriented Programming (Java),3,Theory,22AI3102,R22,3,core,3,0,0,False,,
subj-0330,aits-hyd-001,dept-csm,3,Digital Logic Design,3,Theory,22AI3103,R22,3,core,3,0,0,False,,
subj-0331,aits-hyd-001,dept-csm,3,Computer Organization,3,Theory,22AI3104,R22,3,core,3,0,0,False,,
subj-0332,aits-hyd-001,dept-csm,3,OOP Lab,2,Lab,22AI3105,R22,3,core,0,0,3,False,,
subj-0333,aits-hyd-001,dept-csm,3,Digital Logic Lab,1,Lab,22AI3106,R22,2,core,0,0,2,False,,
subj-0334,aits-hyd-001,dept-csm,3,Managerial Economics & Financial Analysis,3,Theory,22HS3101,R22,3,sec,3,0,0,False,,
subj-0335,aits-hyd-001,dept-csm,4,Operating Systems,3,Theory,22AI4101,R22,3,core,3,0,0,False,,
subj-0336,aits-hyd-001,dept-csm,4,Database Management Systems,3,Theory,22AI4102,R22,3,core,3,0,0,False,,
subj-0337,aits-hyd-001,dept-csm,4,Design & Analysis of Algorithms,3,Theory,22AI4103,R22,4,core,3,1,0,False,,
subj-0338,aits-hyd-001,dept-csm,4,Software Engineering,3,Theory,22AI4104,R22,3,core,3,0,0,False,,
subj-0339,aits-hyd-001,dept-csm,4,OS & DBMS Lab,2,Lab,22AI4105,R22,3,core,0,0,3,False,,
subj-0340,aits-hyd-001,dept-csm,4,Python Programming Lab,1,Lab,22AI4106,R22,2,core,0,0,2,False,,
subj-0341,aits-hyd-001,dept-csm,4,Environmental Science,2,Theory,22HS4101,R22,2,mdc,2,0,0,False,,
subj-0342,aits-hyd-001,dept-csm,5,Computer Networks,3,Theory,22AI5101,R22,3,core,3,0,0,False,,
subj-0343,aits-hyd-001,dept-csm,5,Compiler Design,3,Theory,22AI5102,R22,3,core,3,0,0,False,,
subj-0344,aits-hyd-001,dept-csm,5,Formal Languages & Automata Theory,3,Theory,22AI5103,R22,4,core,3,1,0,False,,
subj-0345,aits-hyd-001,dept-csm,5,Web Technologies,3,Theory,22AI5104,R22,4,core,2,0,2,False,,
subj-0346,aits-hyd-001,dept-csm,5,Computer Networks Lab,2,Lab,22AI5105,R22,3,core,0,0,3,False,,
subj-0347,aits-hyd-001,dept-csm,5,Professional Elective - I,3,Theory,22AI5106,R22,3,elective,3,0,0,False,,
subj-0348,aits-hyd-001,dept-csm,5,Constitution of India,0,Theory,22MC5101,R22,2,mdc,2,0,0,False,,
subj-0349,aits-hyd-001,dept-csm,6,Artificial Intelligence,3,Theory,22AI6101,R22,3,core,3,0,0,False,,
subj-0350,aits-hyd-001,dept-csm,6,Cryptography & Network Security,3,Theory,22AI6102,R22,3,core,3,0,0,False,,
subj-0351,aits-hyd-001,dept-csm,6,Machine Learning,3,Theory,22AI6103,R22,3,core,3,0,0,False,,
subj-0352,aits-hyd-001,dept-csm,6,Cloud Computing,3,Theory,22AI6104,R22,3,core,3,0,0,False,,
subj-0353,aits-hyd-001,dept-csm,6,AI & ML Lab,2,Lab,22AI6105,R22,3,core,0,0,3,False,,
subj-0354,aits-hyd-001,dept-csm,6,Professional Elective - II,3,Theory,22AI6106,R22,3,elective,3,0,0,False,,
subj-0355,aits-hyd-001,dept-csm,6,Open Elective - I,3,Theory,22AI6107,R22,3,open_elective,3,0,0,False,,
subj-0356,aits-hyd-001,dept-csm,7,Big Data Analytics,3,Theory,22AI7101,R22,3,core,3,0,0,False,,
subj-0357,aits-hyd-001,dept-csm,7,Internet of Things,3,Theory,22AI7102,R22,3,core,3,0,0,False,,
subj-0358,aits-hyd-001,dept-csm,7,Professional Elective - III,3,Theory,22AI7103,R22,3,elective,3,0,0,False,,
subj-0359,aits-hyd-001,dept-csm,7,Open Elective - II,3,Theory,22AI7104,R22,3,open_elective,3,0,0,False,,
subj-0360,aits-hyd-001,dept-csm,7,Project - I,2,Lab,22AI7105,R22,4,core,0,0,4,False,,
subj-0361,aits-hyd-001,dept-csm,7,Seminar,2,Lab,22AI7106,R22,2,core,0,0,2,False,,
subj-0362,aits-hyd-001,dept-csm,8,Professional Elective - IV,3,Theory,22AI8101,R22,3,elective,3,0,0,False,,
subj-0363,aits-hyd-001,dept-csm,8,Project - II,8,Lab,22AI8102,R22,16,core,0,0,16,False,,
subj-0364,aits-hyd-001,dept-csm,8,Comprehensive Viva,2,Lab,22AI8103,R22,0,core,0,0,0,False,,
subj-0365,aits-hyd-001,dept-csd,1,Linear Algebra & Calculus,4,Theory,22MA1101,R22,4,core,3,1,0,False,,
subj-0366,aits-hyd-001,dept-csd,1,Applied Physics,4,Theory,22PH1101,R22,3,core,3,0,0,False,,
subj-0367,aits-hyd-001,dept-csd,1,Programming for Problem Solving (C),3,Theory,22CS1101,R22,3,core,3,0,0,False,,
subj-0368,aits-hyd-001,dept-csd,1,Programming for Problem Solving Lab,1,Lab,22CS1102,R22,3,core,0,0,3,False,,
subj-0369,aits-hyd-001,dept-csd,1,English - I,2,Theory,22EN1101,R22,2,aec,2,0,0,False,,
subj-0370,aits-hyd-001,dept-csd,1,Engineering Drawing,2,Lab,22ME1101,R22,3,core,1,0,2,False,,
subj-0371,aits-hyd-001,dept-csd,1,Applied Physics Lab,1,Lab,22PH1102,R22,2,core,0,0,2,False,,
subj-0372,aits-hyd-001,dept-csd,2,"Probability, Statistics & Numerical Methods",4,Theory,22MA1201,R22,4,core,3,1,0,False,,
subj-0373,aits-hyd-001,dept-csd,2,Engineering Chemistry,4,Theory,22CH1201,R22,3,core,3,0,0,False,,
subj-0374,aits-hyd-001,dept-csd,2,Basic Electrical Engineering,3,Theory,22EE1201,R22,3,core,3,0,0,False,,
subj-0375,aits-hyd-001,dept-csd,2,Basic Electrical Engineering Lab,1,Lab,22EE1202,R22,2,core,0,0,2,False,,
subj-0376,aits-hyd-001,dept-csd,2,English - II,2,Theory,22EN1201,R22,2,aec,2,0,0,False,,
subj-0377,aits-hyd-001,dept-csd,2,Data Structures,3,Theory,22CS1201,R22,3,core,3,0,0,False,,
subj-0378,aits-hyd-001,dept-csd,2,Data Structures Lab,1,Lab,22CS1202,R22,3,core,0,0,3,False,,
subj-0379,aits-hyd-001,dept-csd,2,Engineering Chemistry Lab,1,Lab,22CH1202,R22,2,core,0,0,2,False,,
subj-0380,aits-hyd-001,dept-csd,3,Discrete Mathematics,3,Theory,22DS3101,R22,3,core,3,0,0,False,,
subj-0381,aits-hyd-001,dept-csd,3,Object-Oriented Programming (Java),3,Theory,22DS3102,R22,3,core,3,0,0,False,,
subj-0382,aits-hyd-001,dept-csd,3,Digital Logic Design,3,Theory,22DS3103,R22,3,core,3,0,0,False,,
subj-0383,aits-hyd-001,dept-csd,3,Computer Organization,3,Theory,22DS3104,R22,3,core,3,0,0,False,,
subj-0384,aits-hyd-001,dept-csd,3,OOP Lab,2,Lab,22DS3105,R22,3,core,0,0,3,False,,
subj-0385,aits-hyd-001,dept-csd,3,Digital Logic Lab,1,Lab,22DS3106,R22,2,core,0,0,2,False,,
subj-0386,aits-hyd-001,dept-csd,3,Managerial Economics & Financial Analysis,3,Theory,22HS3101,R22,3,sec,3,0,0,False,,
subj-0387,aits-hyd-001,dept-csd,4,Operating Systems,3,Theory,22DS4101,R22,3,core,3,0,0,False,,
subj-0388,aits-hyd-001,dept-csd,4,Database Management Systems,3,Theory,22DS4102,R22,3,core,3,0,0,False,,
subj-0389,aits-hyd-001,dept-csd,4,Design & Analysis of Algorithms,3,Theory,22DS4103,R22,4,core,3,1,0,False,,
subj-0390,aits-hyd-001,dept-csd,4,Software Engineering,3,Theory,22DS4104,R22,3,core,3,0,0,False,,
subj-0391,aits-hyd-001,dept-csd,4,OS & DBMS Lab,2,Lab,22DS4105,R22,3,core,0,0,3,False,,
subj-0392,aits-hyd-001,dept-csd,4,Python Programming Lab,1,Lab,22DS4106,R22,2,core,0,0,2,False,,
subj-0393,aits-hyd-001,dept-csd,4,Environmental Science,2,Theory,22HS4101,R22,2,mdc,2,0,0,False,,
subj-0394,aits-hyd-001,dept-csd,5,Computer Networks,3,Theory,22DS5101,R22,3,core,3,0,0,False,,
subj-0395,aits-hyd-001,dept-csd,5,Compiler Design,3,Theory,22DS5102,R22,3,core,3,0,0,False,,
subj-0396,aits-hyd-001,dept-csd,5,Formal Languages & Automata Theory,3,Theory,22DS5103,R22,4,core,3,1,0,False,,
subj-0397,aits-hyd-001,dept-csd,5,Web Technologies,3,Theory,22DS5104,R22,4,core,2,0,2,False,,
subj-0398,aits-hyd-001,dept-csd,5,Computer Networks Lab,2,Lab,22DS5105,R22,3,core,0,0,3,False,,
subj-0399,aits-hyd-001,dept-csd,5,Professional Elective - I,3,Theory,22DS5106,R22,3,elective,3,0,0,False,,
subj-0400,aits-hyd-001,dept-csd,5,Constitution of India,0,Theory,22MC5101,R22,2,mdc,2,0,0,False,,
subj-0401,aits-hyd-001,dept-csd,6,Artificial Intelligence,3,Theory,22DS6101,R22,3,core,3,0,0,False,,
subj-0402,aits-hyd-001,dept-csd,6,Cryptography & Network Security,3,Theory,22DS6102,R22,3,core,3,0,0,False,,
subj-0403,aits-hyd-001,dept-csd,6,Machine Learning,3,Theory,22DS6103,R22,3,core,3,0,0,False,,
subj-0404,aits-hyd-001,dept-csd,6,Cloud Computing,3,Theory,22DS6104,R22,3,core,3,0,0,False,,
subj-0405,aits-hyd-001,dept-csd,6,AI & ML Lab,2,Lab,22DS6105,R22,3,core,0,0,3,False,,
subj-0406,aits-hyd-001,dept-csd,6,Professional Elective - II,3,Theory,22DS6106,R22,3,elective,3,0,0,False,,
subj-0407,aits-hyd-001,dept-csd,6,Open Elective - I,3,Theory,22DS6107,R22,3,open_elective,3,0,0,False,,
subj-0408,aits-hyd-001,dept-csd,7,Big Data Analytics,3,Theory,22DS7101,R22,3,core,3,0,0,False,,
subj-0409,aits-hyd-001,dept-csd,7,Internet of Things,3,Theory,22DS7102,R22,3,core,3,0,0,False,,
subj-0410,aits-hyd-001,dept-csd,7,Professional Elective - III,3,Theory,22DS7103,R22,3,elective,3,0,0,False,,
subj-0411,aits-hyd-001,dept-csd,7,Open Elective - II,3,Theory,22DS7104,R22,3,open_elective,3,0,0,False,,
subj-0412,aits-hyd-001,dept-csd,7,Project - I,2,Lab,22DS7105,R22,4,core,0,0,4,False,,
subj-0413,aits-hyd-001,dept-csd,7,Seminar,2,Lab,22DS7106,R22,2,core,0,0,2,False,,
subj-0414,aits-hyd-001,dept-csd,8,Professional Elective - IV,3,Theory,22DS8101,R22,3,elective,3,0,0,False,,
subj-0415,aits-hyd-001,dept-csd,8,Project - II,8,Lab,22DS8102,R22,16,core,0,0,16,False,,
subj-0416,aits-hyd-001,dept-csd,8,Comprehensive Viva,2,Lab,22DS8103,R22,0,core,0,0,0,False,,
subj-0417,aits-hyd-001,dept-aiml,1,Linear Algebra & Calculus,4,Theory,22MA1101,R22,4,core,3,1,0,False,,
subj-0418,aits-hyd-001,dept-aiml,1,Applied Physics,4,Theory,22PH1101,R22,3,core,3,0,0,False,,
subj-0419,aits-hyd-001,dept-aiml,1,Programming for Problem Solving (C),3,Theory,22CS1101,R22,3,core,3,0,0,False,,
subj-0420,aits-hyd-001,dept-aiml,1,Programming for Problem Solving Lab,1,Lab,22CS1102,R22,3,core,0,0,3,False,,
subj-0421,aits-hyd-001,dept-aiml,1,English - I,2,Theory,22EN1101,R22,2,aec,2,0,0,False,,
subj-0422,aits-hyd-001,dept-aiml,1,Engineering Drawing,2,Lab,22ME1101,R22,3,core,1,0,2,False,,
subj-0423,aits-hyd-001,dept-aiml,1,Applied Physics Lab,1,Lab,22PH1102,R22,2,core,0,0,2,False,,
subj-0424,aits-hyd-001,dept-aiml,2,"Probability, Statistics & Numerical Methods",4,Theory,22MA1201,R22,4,core,3,1,0,False,,
subj-0425,aits-hyd-001,dept-aiml,2,Engineering Chemistry,4,Theory,22CH1201,R22,3,core,3,0,0,False,,
subj-0426,aits-hyd-001,dept-aiml,2,Basic Electrical Engineering,3,Theory,22EE1201,R22,3,core,3,0,0,False,,
subj-0427,aits-hyd-001,dept-aiml,2,Basic Electrical Engineering Lab,1,Lab,22EE1202,R22,2,core,0,0,2,False,,
subj-0428,aits-hyd-001,dept-aiml,2,English - II,2,Theory,22EN1201,R22,2,aec,2,0,0,False,,
subj-0429,aits-hyd-001,dept-aiml,2,Data Structures,3,Theory,22CS1201,R22,3,core,3,0,0,False,,
subj-0430,aits-hyd-001,dept-aiml,2,Data Structures Lab,1,Lab,22CS1202,R22,3,core,0,0,3,False,,
subj-0431,aits-hyd-001,dept-aiml,2,Engineering Chemistry Lab,1,Lab,22CH1202,R22,2,core,0,0,2,False,,
subj-0432,aits-hyd-001,dept-aiml,3,Discrete Mathematics,3,Theory,22AM3101,R22,3,core,3,0,0,False,,
subj-0433,aits-hyd-001,dept-aiml,3,Object-Oriented Programming (Java),3,Theory,22AM3102,R22,3,core,3,0,0,False,,
subj-0434,aits-hyd-001,dept-aiml,3,Digital Logic Design,3,Theory,22AM3103,R22,3,core,3,0,0,False,,
subj-0435,aits-hyd-001,dept-aiml,3,Computer Organization,3,Theory,22AM3104,R22,3,core,3,0,0,False,,
subj-0436,aits-hyd-001,dept-aiml,3,OOP Lab,2,Lab,22AM3105,R22,3,core,0,0,3,False,,
subj-0437,aits-hyd-001,dept-aiml,3,Digital Logic Lab,1,Lab,22AM3106,R22,2,core,0,0,2,False,,
subj-0438,aits-hyd-001,dept-aiml,3,Managerial Economics & Financial Analysis,3,Theory,22HS3101,R22,3,sec,3,0,0,False,,
subj-0439,aits-hyd-001,dept-aiml,4,Operating Systems,3,Theory,22AM4101,R22,3,core,3,0,0,False,,
subj-0440,aits-hyd-001,dept-aiml,4,Database Management Systems,3,Theory,22AM4102,R22,3,core,3,0,0,False,,
subj-0441,aits-hyd-001,dept-aiml,4,Design & Analysis of Algorithms,3,Theory,22AM4103,R22,4,core,3,1,0,False,,
subj-0442,aits-hyd-001,dept-aiml,4,Software Engineering,3,Theory,22AM4104,R22,3,core,3,0,0,False,,
subj-0443,aits-hyd-001,dept-aiml,4,OS & DBMS Lab,2,Lab,22AM4105,R22,3,core,0,0,3,False,,
subj-0444,aits-hyd-001,dept-aiml,4,Python Programming Lab,1,Lab,22AM4106,R22,2,core,0,0,2,False,,
subj-0445,aits-hyd-001,dept-aiml,4,Environmental Science,2,Theory,22HS4101,R22,2,mdc,2,0,0,False,,
subj-0446,aits-hyd-001,dept-aiml,5,Computer Networks,3,Theory,22AM5101,R22,3,core,3,0,0,False,,
subj-0447,aits-hyd-001,dept-aiml,5,Compiler Design,3,Theory,22AM5102,R22,3,core,3,0,0,False,,
subj-0448,aits-hyd-001,dept-aiml,5,Formal Languages & Automata Theory,3,Theory,22AM5103,R22,4,core,3,1,0,False,,
