id,student_id,hostel_room_id,hostel_block_id,room_number,academic_year,admission_year,status
halloc-00279,STU-00359,hrm-0103,hblk-boys-a,BA-F4R07,2024-2028,2024,occupied
halloc-00280,STU-00733,hrm-0104,hblk-boys-a,BA-F4R08,2024-2028,2024,occupied
halloc-00281,STU-03128,hrm-0104,hblk-boys-a,BA-F4R08,2022-2026,2022,occupied
halloc-00282,STU-02351,hrm-0104,hblk-boys-a,BA-F4R08,2025-2029,2025,occupied
halloc-00283,STU-02143,hrm-0105,hblk-boys-a,BA-F4R09,2023-2027,2023,occupied
halloc-00284,STU-02670,hrm-0105,hblk-boys-a,BA-F4R09,2022-2026,2022,occupied
halloc-00285,STU-02219,hrm-0105,hblk-boys-a,BA-F4R09,2024-2028,2024,occupied
halloc-00286,STU-00260,hrm-0106,hblk-boys-a,BA-F4R10,2024-2028,2024,occupied
halloc-00287,STU-01568,hrm-0106,hblk-boys-a,BA-F4R10,2024-2028,2024,occupied
halloc-00288,STU-01527,hrm-0106,hblk-boys-a,BA-F4R10,2023-2027,2023,occupied
halloc-00289,STU-01460,hrm-0107,hblk-boys-a,BA-F4R01,2022-2026,2022,occupied
halloc-00290,STU-02539,hrm-0107,hblk-boys-a,BA-F4R01,2024-2028,2024,occupied
halloc-00291,STU-01591,hrm-0107,hblk-boys-a,BA-F4R01,2024-2028,2024,occupied
halloc-00292,STU-02799,hrm-0107,hblk-boys-a,BA-F4R01,2023-2027,2023,occupied
halloc-00293,STU-00100,hrm-0108,hblk-boys-a,BA-F4R02,2022-2026,2022,occupied
halloc-00294,STU-00149,hrm-0108,hblk-boys-a,BA-F4R02,2023-2027,2023,occupied
halloc-00295,STU-02687,hrm-0108,hblk-boys-a,BA-F4R02,2022-2026,2022,occupied
halloc-00296,STU-00703,hrm-0108,hblk-boys-a,BA-F4R02,2023-2027,2023,occupied
halloc-00297,STU-00110,hrm-0109,hblk-boys-a,BA-F4R03,2022-2026,2022,occupied
halloc-00298,STU-03190,hrm-0109,hblk-boys-a,BA-F4R03,2023-2027,2023,occupied
halloc-00299,STU-02348,hrm-0109,hblk-boys-a,BA-F4R03,2025-2029,2025,occupied
halloc-00300,STU-03123,hrm-0109,hblk-boys-a,BA-F4R03,2022-2026,2022,occupied
halloc-00301,STU-01541,hrm-0110,hblk-boys-a,BA-F4R04,2023-2027,2023,occupied
halloc-00302,STU-00525,hrm-0110,hblk-boys-a,BA-F4R04,2022-2026,2022,occupied
halloc-00303,STU-02677,hrm-0110,hblk-boys-a,BA-F4R04,2022-2026,2022,occupied
halloc-00304,STU-00579,hrm-0110,hblk-boys-a,BA-F4R04,2022-2026,2022,occupied
halloc-00305,STU-01898,hrm-0111,hblk-boys-a,BA-F4R05,2025-2029,2025,occupied
halloc-00306,STU-01385,hrm-0111,hblk-boys-a,BA-F4R05,2025-2029,2025,occupied
halloc-00307,STU-02472,hrm-0111,hblk-boys-a,BA-F4R05,2023-2027,2023,occupied
halloc-00308,STU-00955,hrm-0111,hblk-boys-a,BA-F4R05,2025-2029,2025,occupied
halloc-00309,STU-03274,hrm-0112,hblk-boys-a,BA-F4R06,2024-2028,2024,occupied
halloc-00310,STU-02020,hrm-0112,hblk-boys-a,BA-F4R06,2022-2026,2022,occupied
halloc-00311,STU-03299,hrm-0112,hblk-boys-a,BA-F4R06,2024-2028,2024,occupied
halloc-00312,STU-02369,hrm-0112,hblk-boys-a,BA-F4R06,2025-2029,2025,occupied
halloc-00313,STU-02904,hrm-0113,hblk-boys-a,BA-DORM-01,2024-2028,2024,occupied
halloc-00314,STU-00383,hrm-0113,hblk-boys-a,BA-DORM-01,2025-2029,2025,occupied
halloc-00315,STU-00967,hrm-0113,hblk-boys-a,BA-DORM-01,2022-2026,2022,occupied
halloc-00316,STU-02634,hrm-0113,hblk-boys-a,BA-DORM-01,2025-2029,2025,occupied
halloc-00317,STU-02957,hrm-0113,hblk-boys-a,BA-DORM-01,2024-2028,2024,occupied
halloc-00318,STU-02623,hrm-0113,hblk-boys-a,BA-DORM-01,2025-2029,2025,occupied
halloc-00319,STU-02359,hrm-0113,hblk-boys-a,BA-DORM-01,2025-2029,2025,occupied
halloc-00320,STU-02433,hrm-0113,hblk-boys-a,BA-DORM-01,2022-2026,2022,occupied
halloc-00321,STU-02713,hrm-0113,hblk-boys-a,BA-DORM-01,2022-2026,2022,occupied
halloc-00322,STU-03260,hrm-0113,hblk-boys-a,BA-DORM-01,2024-2028,2024,occupied
halloc-00323,STU-00074,hrm-0113,hblk-boys-a,BA-DORM-01,2022-2026,2022,occupied
halloc-00324,STU-03115,hrm-0113,hblk-boys-a,BA-DORM-01,2025-2029,2025,occupied
halloc-00325,STU-01355,hrm-0113,hblk-boys-a,BA-DORM-01,2025-2029,2025,occupied
halloc-00326,STU-02000,hrm-0113,hblk-boys-a,BA-DORM-01,2022-2026,2022,occupied
halloc-00327,STU-00976,hrm-0113,hblk-boys-a,BA-DORM-01,2022-2026,2022,occupied
halloc-00328,STU-00339,hrm-0113,hblk-boys-a,BA-DORM-01,2024-2028,2024,occupied
halloc-00329,STU-01942,hrm-0113,hblk-boys-a,BA-DORM-01,2022-2026,2022,occupied
halloc-00330,STU-00689,hrm-0113,hblk-boys-a,BA-DORM-01,2023-2027,2023,occupied
halloc-00331,STU-01445,hrm-0113,hblk-boys-a,BA-DORM-01,2022-2026,2022,occupied
halloc-00332,STU-00076,hrm-0113,hblk-boys-a,BA-DORM-01,2022-2026,2022,occupied
halloc-00333,STU-01975,hrm-0114,hblk-boys-a,BA-DORM-02,2022-2026,2022,occupied
halloc-00334,STU-00903,hrm-0114,hblk-boys-a,BA-DORM-02,2025-2029,2025,occupied
halloc-00335,STU-01550,hrm-0114,hblk-boys-a,BA-DORM-02,2023-2027,2023,occupied
halloc-00336,STU-02762,hrm-0114,hblk-boys-a,BA-DORM-02,2023-2027,2023,occupied
halloc-00337,STU-01011,hrm-0114,hblk-boys-a,BA-DORM-02,2022-2026,2022,occupied
halloc-00338,STU-01795,hrm-0114,hblk-boys-a,BA-DORM-02,2023-2027,2023,occupied
halloc-00339,STU-01321,hrm-0114,hblk-boys-a,BA-DORM-02,2025-2029,2025,occupied
halloc-00340,STU-01158,hrm-0114,hblk-boys-a,BA-DORM-02,2023-2027,2023,occupied
halloc-00341,STU-01138,hrm-0114,hblk-boys-a,BA-DORM-02,2023-2027,2023,occupied
halloc-00342,STU-00843,hrm-0114,hblk-boys-a,BA-DORM-02,2025-2029,2025,occupied
halloc-00343,STU-02422,hrm-0114,hblk-boys-a,BA-DORM-02,2022-2026,2022,occupied
halloc-00344,STU-02341,hrm-0114,hblk-boys-a,BA-DORM-02,2025-2029,2025,occupied
halloc-00345,STU-00704,hrm-0114,hblk-boys-a,BA-DORM-02,2023-2027,2023,occupied
halloc-00346,STU-02377,hrm-0114,hblk-boys-a,BA-DORM-02,2025-2029,2025,occupied
halloc-00347,STU-02575,hrm-0114,hblk-boys-a,BA-DORM-02,2024-2028,2024,occupied
halloc-00348,STU-02740,hrm-0114,hblk-boys-a,BA-DORM-02,2022-2026,2022,occupied
halloc-00349,STU-01722,hrm-0114,hblk-boys-a,BA-DORM-02,2022-2026,2022,occupied
halloc-00350,STU-00059,hrm-0114,hblk-boys-a,BA-DORM-02,2022-2026,2022,occupied
halloc-00351,STU-01295,hrm-0114,hblk-boys-a,BA-DORM-02,2024-2028,2024,occupied
halloc-00352,STU-00795,hrm-0114,hblk-boys-a,BA-DORM-02,2024-2028,2024,occupied
halloc-00353,STU-01988,hrm-0115,hblk-boys-a,BA-DORM-03,2022-2026,2022,occupied
halloc-00354,STU-03153,hrm-0115,hblk-boys-a,BA-DORM-03,2022-2026,2022,occupied
halloc-00355,STU-00139,hrm-0115,hblk-boys-a,BA-DORM-03,2023-2027,2023,occupied
halloc-00356,STU-01513,hrm-0115,hblk-boys-a,BA-DORM-03,2023-2027,2023,occupied
halloc-00357,STU-01887,hrm-0115,hblk-boys-a,BA-DORM-03,2025-2029,2025,occupied
halloc-00358,STU-01149,hrm-0115,hblk-boys-a,BA-DORM-03,2023-2027,2023,occupied
halloc-00359,STU-03111,hrm-0115,hblk-boys-a,BA-DORM-03,2025-2029,2025,occupied
halloc-00360,STU-03209,hrm-0115,hblk-boys-a,BA-DORM-03,2023-2027,2023,occupied
halloc-00361,STU-01728,hrm-0115,hblk-boys-a,BA-DORM-03,2022-2026,2022,occupied
halloc-00362,STU-02982,hrm-0115,hblk-boys-a,BA-DORM-03,2024-2028,2024,occupied
halloc-00363,STU-02830,hrm-0115,hblk-boys-a,BA-DORM-03,2023-2027,2023,occupied
halloc-00364,STU-01514,hrm-0115,hblk-boys-a,BA-DORM-03,2023-2027,2023,occupied
halloc-00365,STU-00325,hrm-0115,hblk-boys-a,BA-DORM-03,2024-2028,2024,occupied
halloc-00366,STU-01494,hrm-0115,hblk-boys-a,BA-DORM-03,2022-2026,2022,occupied
halloc-00367,STU-02836,hrm-0115,hblk-boys-a,BA-DORM-03,2023-2027,2023,occupied
halloc-00368,STU-02974,hrm-0115,hblk-boys-a,BA-DORM-03,2024-2028,2024,occupied
halloc-00369,STU-02612,hrm-0115,hblk-boys-a,BA-DORM-03,2025-2029,2025,occupied
halloc-00370,STU-02500,hrm-0115,hblk-boys-a,BA-DORM-03,2023-2027,2023,occupied
halloc-00371,STU-00173,hrm-0115,hblk-boys-a,BA-DORM-03,2023-2027,2023,occupied
halloc-00372,STU-01146,hrm-0115,hblk-boys-a,BA-DORM-03,2023-2027,2023,occupied
halloc-00373,STU-02241,hrm-0116,hblk-boys-b,BB-F1R01,2024-2028,2024,occupied
halloc-00374,STU-01804,hrm-0116,hblk-boys-b,BB-F1R01,2024-2028,2024,occupied
halloc-00375,STU-00569,hrm-0117,hblk-boys-b,BB-F1R02,2022-2026,2022,occupied
halloc-00376,STU-01790,hrm-0117,hblk-boys-b,BB-F1R02,2023-2027,2023,occupied
halloc-00377,STU-01913,hrm-0118,hblk-boys-b,BB-F1R03,2025-2029,2025,occupied
halloc-00378,STU-01528,hrm-0118,hblk-boys-b,BB-F1R03,2023-2027,2023,occupied
halloc-00379,STU-02151,hrm-0119,hblk-boys-b,BB-F1R04,2023-2027,2023,occupied
halloc-00380,STU-03009,hrm-0119,hblk-boys-b,BB-F1R04,2025-2029,2025,occupied
halloc-00381,STU-00570,hrm-0120,hblk-boys-b,BB-F1R05,2022-2026,2022,occupied
halloc-00382,STU-02624,hrm-0120,hblk-boys-b,BB-F1R05,2025-2029,2025,occupied
halloc-00383,STU-01363,hrm-0121,hblk-boys-b,BB-F1R06,2025-2029,2025,occupied
halloc-00384,STU-02919,hrm-0121,hblk-boys-b,BB-F1R06,2024-2028,2024,occupied
halloc-00385,STU-01089,hrm-0122,hblk-boys-b,BB-F1R07,2023-2027,2023,occupied
halloc-00386,STU-00573,hrm-0122,hblk-boys-b,BB-F1R07,2022-2026,2022,occupied
halloc-00387,STU-01377,hrm-0123,hblk-boys-b,BB-F1R08,2025-2029,2025,occupied
halloc-00388,STU-00517,hrm-0123,hblk-boys-b,BB-F1R08,2022-2026,2022,occupied
halloc-00389,STU-01686,hrm-0124,hblk-boys-b,BB-F1R09,2022-2026,2022,occupied
halloc-00390,STU-00536,hrm-0124,hblk-boys-b,BB-F1R09,2022-2026,2022,occupied
halloc-00391,STU-03043,hrm-0125,hblk-boys-b,BB-F1R10,2025-2029,2025,occupied
halloc-00392,STU-02140,hrm-0125,hblk-boys-b,BB-F1R10,2023-2027,2023,occupied
halloc-00393,STU-01565,hrm-0126,hblk-boys-b,BB-F1R01,2024-2028,2024,occupied
halloc-00394,STU-00331,hrm-0126,hblk-boys-b,BB-F1R01,2024-2028,2024,occupied
halloc-00395,STU-02532,hrm-0126,hblk-boys-b,BB-F1R01,2024-2028,2024,occupied
halloc-00396,STU-01940,hrm-0127,hblk-boys-b,BB-F1R02,2022-2026,2022,occupied
halloc-00397,STU-02522,hrm-0127,hblk-boys-b,BB-F1R02,2024-2028,2024,occupied
halloc-00398,STU-01044,hrm-0127,hblk-boys-b,BB-F1R02,2022-2026,2022,occupied
halloc-00399,STU-01537,hrm-0128,hblk-boys-b,BB-F1R03,2023-2027,2023,occupied
halloc-00400,STU-01336,hrm-0128,hblk-boys-b,BB-F1R03,2025-2029,2025,occupied
halloc-00401,STU-01882,hrm-0128,hblk-boys-b,BB-F1R03,2025-2029,2025,occupied
halloc-00402,STU-01589,hrm-0129,hblk-boys-b,BB-F1R04,2024-2028,2024,occupied
halloc-00403,STU-00653,hrm-0129,hblk-boys-b,BB-F1R04,2023-2027,2023,occupied
halloc-00404,STU-01307,hrm-0129,hblk-boys-b,BB-F1R04,2024-2028,2024,occupied
halloc-00405,STU-01221,hrm-0130,hblk-boys-b,BB-F1R05,2024-2028,2024,occupied
halloc-00406,STU-02155,hrm-0130,hblk-boys-b,BB-F1R05,2023-2027,2023,occupied
halloc-00407,STU-02036,hrm-0130,hblk-boys-b,BB-F1R05,2022-2026,2022,occupied
halloc-00408,STU-01668,hrm-0131,hblk-boys-b,BB-F1R06,2025-2029,2025,occupied
halloc-00409,STU-00267,hrm-0131,hblk-boys-b,BB-F1R06,2024-2028,2024,occupied
halloc-00410,STU-01730,hrm-0131,hblk-boys-b,BB-F1R06,2022-2026,2022,occupied
halloc-00411,STU-02685,hrm-0132,hblk-boys-b,BB-F1R07,2022-2026,2022,occupied
halloc-00412,STU-02053,hrm-0132,hblk-boys-b,BB-F1R07,2023-2027,2023,occupied
halloc-00413,STU-02675,hrm-0132,hblk-boys-b,BB-F1R07,2022-2026,2022,occupied
halloc-00414,STU-02467,hrm-0133,hblk-boys-b,BB-F1R08,2023-2027,2023,occupied
halloc-00415,STU-00973,hrm-0133,hblk-boys-b,BB-F1R08,2022-2026,2022,occupied
halloc-00416,STU-01082,hrm-0133,hblk-boys-b,BB-F1R08,2023-2027,2023,occupied
halloc-00417,STU-02393,hrm-0134,hblk-boys-b,BB-F2R01,2025-2029,2025,occupied
halloc-00418,STU-01659,hrm-0134,hblk-boys-b,BB-F2R01,2025-2029,2025,occupied
halloc-00419,STU-00375,hrm-0135,hblk-boys-b,BB-F2R02,2025-2029,2025,occupied
halloc-00420,STU-00466,hrm-0135,hblk-boys-b,BB-F2R02,2025-2029,2025,occupied
halloc-00421,STU-00869,hrm-0136,hblk-boys-b,BB-F2R03,2025-2029,2025,occupied
halloc-00422,STU-01627,hrm-0136,hblk-boys-b,BB-F2R03,2025-2029,2025,occupied
halloc-00423,STU-00234,hrm-0137,hblk-boys-b,BB-F2R04,2023-2027,2023,occupied
halloc-00424,STU-02114,hrm-0137,hblk-boys-b,BB-F2R04,2023-2027,2023,occupied
halloc-00425,STU-01794,hrm-0138,hblk-boys-b,BB-F2R05,2023-2027,2023,occupied
halloc-00426,STU-02772,hrm-0138,hblk-boys-b,BB-F2R05,2023-2027,2023,occupied
halloc-00427,STU-01484,hrm-0139,hblk-boys-b,BB-F2R06,2022-2026,2022,occupied
halloc-00428,STU-01895,hrm-0139,hblk-boys-b,BB-F2R06,2025-2029,2025,occupied
halloc-00429,STU-02482,hrm-0140,hblk-boys-b,BB-F2R07,2023-2027,2023,occupied
halloc-00430,STU-00505,hrm-0140,hblk-boys-b,BB-F2R07,2022-2026,2022,occupied
halloc-00431,STU-02686,hrm-0141,hblk-boys-b,BB-F2R08,2022-2026,2022,occupied
halloc-00432,STU-03048,hrm-0141,hblk-boys-b,BB-F2R08,2025-2029,2025,occupied
halloc-00433,STU-03296,hrm-0142,hblk-boys-b,BB-F2R09,2024-2028,2024,occupied
halloc-00434,STU-02012,hrm-0142,hblk-boys-b,BB-F2R09,2022-2026,2022,occupied
halloc-00435,STU-01532,hrm-0143,hblk-boys-b,BB-F2R10,2023-2027,2023,occupied
halloc-00436,STU-02905,hrm-0143,hblk-boys-b,BB-F2R10,2024-2028,2024,occupied
halloc-00437,STU-01271,hrm-0144,hblk-boys-b,BB-F2R01,2024-2028,2024,occupied
halloc-00438,STU-01370,hrm-0144,hblk-boys-b,BB-F2R01,2025-2029,2025,occupied
halloc-00439,STU-00840,hrm-0144,hblk-boys-b,BB-F2R01,2024-2028,2024,occupied
halloc-00440,STU-02207,hrm-0145,hblk-boys-b,BB-F2R02,2024-2028,2024,occupied
halloc-00441,STU-00157,hrm-0145,hblk-boys-b,BB-F2R02,2023-2027,2023,occupied
halloc-00442,STU-01602,hrm-0145,hblk-boys-b,BB-F2R02,2024-2028,2024,occupied
halloc-00443,STU-01719,hrm-0146,hblk-boys-b,BB-F2R03,2022-2026,2022,occupied
halloc-00444,STU-02954,hrm-0146,hblk-boys-b,BB-F2R03,2024-2028,2024,occupied
halloc-00445,STU-02972,hrm-0146,hblk-boys-b,BB-F2R03,2024-2028,2024,occupied
halloc-00446,STU-00508,hrm-0147,hblk-boys-b,BB-F2R04,2022-2026,2022,occupied
halloc-00447,STU-00104,hrm-0147,hblk-boys-b,BB-F2R04,2022-2026,2022,occupied
halloc-00448,STU-00065,hrm-0147,hblk-boys-b,BB-F2R04,2022-2026,2022,occupied
halloc-00449,STU-02537,hrm-0148,hblk-boys-b,BB-F2R05,2024-2028,2024,occupied
halloc-00450,STU-00411,hrm-0148,hblk-boys-b,BB-F2R05,2025-2029,2025,occupied
halloc-00451,STU-02942,hrm-0148,hblk-boys-b,BB-F2R05,2024-2028,2024,occupied
halloc-00452,STU-00482,hrm-0149,hblk-boys-b,BB-F2R06,2022-2026,2022,occupied
halloc-00453,STU-02270,hrm-0149,hblk-boys-b,BB-F2R06,2024-2028,2024,occupied
halloc-00454,STU-01453,hrm-0149,hblk-boys-b,BB-F2R06,2022-2026,2022,occupied
halloc-00455,STU-00492,hrm-0150,hblk-boys-b,BB-F2R07,2022-2026,2022,occupied
halloc-00456,STU-01577,hrm-0150,hblk-boys-b,BB-F2R07,2024-2028,2024,occupied
halloc-00457,STU-01679,hrm-0150,hblk-boys-b,BB-F2R07,2025-2029,2025,occupied
halloc-00458,STU-00203,hrm-0151,hblk-boys-b,BB-F2R08,2023-2027,2023,occupied
halloc-00459,STU-00688,hrm-0151,hblk-boys-b,BB-F2R08,2023-2027,2023,occupied
halloc-00460,STU-01351,hrm-0151,hblk-boys-b,BB-F2R08,2025-2029,2025,occupied
halloc-00461,STU-01372,hrm-0152,hblk-boys-b,BB-F3R01,2025-2029,2025,occupied
halloc-00462,STU-02160,hrm-0153,hblk-boys-b,BB-F3R02,2023-2027,2023,occupied
halloc-00463,STU-01075,hrm-0154,hblk-boys-b,BB-F3R03,2022-2026,2022,occupied
halloc-00464,STU-00590,hrm-0155,hblk-boys-b,BB-F3R04,2022-2026,2022,occupied
halloc-00465,STU-00181,hrm-0156,hblk-boys-b,BB-F3R05,2023-2027,2023,occupied
halloc-00466,STU-01433,hrm-0157,hblk-boys-b,BB-F3R06,2025-2029,2025,occupied
halloc-00467,STU-00368,hrm-0158,hblk-boys-b,BB-F3R07,2025-2029,2025,occupied
halloc-00468,STU-01553,hrm-0159,hblk-boys-b,BB-F3R08,2023-2027,2023,occupied
halloc-00469,STU-01652,hrm-0160,hblk-boys-b,BB-F3R01,2025-2029,2025,occupied
halloc-00470,STU-01810,hrm-0160,hblk-boys-b,BB-F3R01,2024-2028,2024,occupied
halloc-00471,STU-01651,hrm-0161,hblk-boys-b,BB-F3R02,2025-2029,2025,occupied
halloc-00472,STU-02263,hrm-0161,hblk-boys-b,BB-F3R02,2024-2028,2024,occupied
halloc-00473,STU-01050,hrm-0162,hblk-boys-b,BB-F3R03,2022-2026,2022,occupied
halloc-00474,STU-02443,hrm-0162,hblk-boys-b,BB-F3R03,2022-2026,2022,occupied
halloc-00475,STU-01454,hrm-0163,hblk-boys-b,BB-F3R04,2022-2026,2022,occupied
halloc-00476,STU-01886,hrm-0163,hblk-boys-b,BB-F3R04,2025-2029,2025,occupied
halloc-00477,STU-00929,hrm-0164,hblk-boys-b,BB-F3R05,2025-2029,2025,occupied
halloc-00478,STU-00974,hrm-0164,hblk-boys-b,BB-F3R05,2022-2026,2022,occupied
halloc-00479,STU-00662,hrm-0165,hblk-boys-b,BB-F3R06,2023-2027,2023,occupied
halloc-00480,STU-01420,hrm-0165,hblk-boys-b,BB-F3R06,2025-2029,2025,occupied
halloc-00481,STU-01327,hrm-0166,hblk-boys-b,BB-F3R07,2025-2029,2025,occupied
halloc-00482,STU-01283,hrm-0166,hblk-boys-b,BB-F3R07,2024-2028,2024,occupied
halloc-00483,STU-01639,hrm-0167,hblk-boys-b,BB-F3R08,2025-2029,2025,occupied
halloc-00484,STU-00890,hrm-0167,hblk-boys-b,BB-F3R08,2025-2029,2025,occupied
halloc-00485,STU-00437,hrm-0168,hblk-boys-b,BB-F3R09,2025-2029,2025,occupied
halloc-00486,STU-00595,hrm-0168,hblk-boys-b,BB-F3R09,2022-2026,2022,occupied
halloc-00487,STU-00629,hrm-0169,hblk-boys-b,BB-F3R10,2023-2027,2023,occupied
halloc-00488,STU-03210,hrm-0169,hblk-boys-b,BB-F3R10,2023-2027,2023,occupied
halloc-00489,STU-01691,hrm-0170,hblk-boys-b,BB-F4R01,2022-2026,2022,occupied
halloc-00490,STU-01162,hrm-0171,hblk-boys-b,BB-F4R02,2023-2027,2023,occupied
halloc-00491,STU-00816,hrm-0172,hblk-boys-b,BB-F4R03,2024-2028,2024,occupied
halloc-00492,STU-00621,hrm-0173,hblk-boys-b,BB-F4R04,2023-2027,2023,occupied
halloc-00493,STU-02804,hrm-0174,hblk-boys-b,BB-F4R05,2023-2027,2023,occupied
halloc-00494,STU-02313,hrm-0175,hblk-boys-b,BB-F4R06,2025-2029,2025,occupied
halloc-00495,STU-00374,hrm-0176,hblk-boys-b,BB-F4R07,2025-2029,2025,occupied
halloc-00496,STU-03051,hrm-0177,hblk-boys-b,BB-F4R08,2025-2029,2025,occupied
halloc-00497,STU-01575,hrm-0178,hblk-boys-b,BB-F4R01,2024-2028,2024,occupied
halloc-00498,STU-03035,hrm-0178,hblk-boys-b,BB-F4R01,2025-2029,2025,occupied
halloc-00499,STU-02109,hrm-0179,hblk-boys-b,BB-F4R02,2023-2027,2023,occupied
halloc-00500,STU-02228,hrm-0179,hblk-boys-b,BB-F4R02,2024-2028,2024,occupied
halloc-00501,STU-02332,hrm-0180,hblk-boys-b,BB-F4R03,2025-2029,2025,occupied
halloc-00502,STU-02599,hrm-0180,hblk-boys-b,BB-F4R03,2025-2029,2025,occupied
halloc-00503,STU-00399,hrm-0181,hblk-boys-b,BB-F4R04,2025-2029,2025,occupied
halloc-00504,STU-03041,hrm-0181,hblk-boys-b,BB-F4R04,2025-2029,2025,occupied
halloc-00505,STU-02381,hrm-0182,hblk-boys-b,BB-F4R05,2025-2029,2025,occupied
halloc-00506,STU-02330,hrm-0182,hblk-boys-b,BB-F4R05,2025-2029,2025,occupied
halloc-00507,STU-01496,hrm-0183,hblk-boys-b,BB-F4R06,2022-2026,2022,occupied
halloc-00508,STU-00812,hrm-0183,hblk-boys-b,BB-F4R06,2024-2028,2024,occupied
halloc-00509,STU-00673,hrm-0184,hblk-boys-b,BB-F4R07,2023-2027,2023,occupied
halloc-00510,STU-02582,hrm-0184,hblk-boys-b,BB-F4R07,2025-2029,2025,occupied
halloc-00511,STU-03013,hrm-0185,hblk-boys-b,BB-F4R08,2025-2029,2025,occupied
halloc-00512,STU-01347,hrm-0185,hblk-boys-b,BB-F4R08,2025-2029,2025,occupied
halloc-00513,STU-02569,hrm-0186,hblk-boys-b,BB-F4R09,2024-2028,2024,occupied
halloc-00514,STU-00518,hrm-0186,hblk-boys-b,BB-F4R09,2022-2026,2022,occupied
halloc-00515,STU-03056,hrm-0187,hblk-boys-b,BB-F4R10,2025-2029,2025,occupied
halloc-00516,STU-03084,hrm-0187,hblk-boys-b,BB-F4R10,2025-2029,2025,occupied
halloc-00517,STU-02183,hrm-0188,hblk-boys-b,BB-F5R01,2024-2028,2024,occupied
halloc-00518,STU-02902,hrm-0189,hblk-boys-b,BB-F5R02,2024-2028,2024,occupied
halloc-00519,STU-01544,hrm-0190,hblk-boys-b,BB-F5R03,2023-2027,2023,occupied
halloc-00520,STU-00799,hrm-0191,hblk-boys-b,BB-F5R04,2024-2028,2024,occupied
halloc-00521,STU-00007,hrm-0192,hblk-boys-b,BB-F5R05,2022-2026,2022,occupied
halloc-00522,STU-02129,hrm-0193,hblk-boys-b,BB-F5R06,2023-2027,2023,occupied
halloc-00523,STU-02379,hrm-0194,hblk-boys-b,BB-F5R07,2025-2029,2025,occupied
halloc-00524,STU-01049,hrm-0195,hblk-boys-b,BB-F5R08,2022-2026,2022,occupied
halloc-00525,STU-02716,hrm-0196,hblk-boys-b,BB-F5R01,2022-2026,2022,occupied
halloc-00526,STU-01608,hrm-0196,hblk-boys-b,BB-F5R01,2024-2028,2024,occupied
halloc-00527,STU-02158,hrm-0197,hblk-boys-b,BB-F5R02,2023-2027,2023,occupied
halloc-00528,STU-02108,hrm-0197,hblk-boys-b,BB-F5R02,2023-2027,2023,occupied
halloc-00529,STU-01763,hrm-0198,hblk-boys-b,BB-F5R03,2023-2027,2023,occupied
halloc-00530,STU-02578,hrm-0198,hblk-boys-b,BB-F5R03,2024-2028,2024,occupied
halloc-00531,STU-01486,hrm-0199,hblk-boys-b,BB-F5R04,2022-2026,2022,occupied
halloc-00532,STU-01756,hrm-0199,hblk-boys-b,BB-F5R04,2023-2027,2023,occupied
halloc-00533,STU-02853,hrm-0200,hblk-boys-b,BB-F5R05,2023-2027,2023,occupied
halloc-00534,STU-02921,hrm-0200,hblk-boys-b,BB-F5R05,2024-2028,2024,occupied
halloc-00535,STU-03270,hrm-0201,hblk-boys-b,BB-F5R06,2024-2028,2024,occupied
halloc-00536,STU-03283,hrm-0201,hblk-boys-b,BB-F5R06,2024-2028,2024,occupied
halloc-00537,STU-02586,hrm-0202,hblk-boys-b,BB-F5R07,2025-2029,2025,occupied
halloc-00538,STU-03103,hrm-0202,hblk-boys-b,BB-F5R07,2025-2029,2025,occupied
halloc-00539,STU-00131,hrm-0203,hblk-boys-b,BB-F5R08,2023-2027,2023,occupied
halloc-00540,STU-01438,hrm-0203,hblk-boys-b,BB-F5R08,2025-2029,2025,occupied
halloc-00541,STU-01656,hrm-0204,hblk-boys-b,BB-F5R09,2025-2029,2025,occupied
halloc-00542,STU-02085,hrm-0204,hblk-boys-b,BB-F5R09,2023-2027,2023,occupied
halloc-00543,STU-01510,hrm-0205,hblk-boys-b,BB-F5R10,2023-2027,2023,occupied
halloc-00544,STU-03148,hrm-0205,hblk-boys-b,BB-F5R10,2022-2026,2022,occupied
halloc-00545,STU-00278,hrm-0206,hblk-boys-b,BB-DORM-01,2024-2028,2024,occupied
halloc-00546,STU-02831,hrm-0206,hblk-boys-b,BB-DORM-01,2023-2027,2023,occupied
halloc-00547,STU-01432,hrm-0206,hblk-boys-b,BB-DORM-01,2025-2029,2025,occupied
halloc-00548,STU-03069,hrm-0206,hblk-boys-b,BB-DORM-01,2025-2029,2025,occupied
halloc-00549,STU-00791,hrm-0206,hblk-boys-b,BB-DORM-01,2024-2028,2024,occupied
halloc-00550,STU-00106,hrm-0206,hblk-boys-b,BB-DORM-01,2022-2026,2022,occupied
halloc-00551,STU-00935,hrm-0206,hblk-boys-b,BB-DORM-01,2025-2029,2025,occupied
halloc-00552,STU-00957,hrm-0206,hblk-boys-b,BB-DORM-01,2025-2029,2025,occupied
halloc-00553,STU-01334,hrm-0206,hblk-boys-b,BB-DORM-01,2025-2029,2025,occupied
halloc-00554,STU-01505,hrm-0206,hblk-boys-b,BB-DORM-01,2023-2027,2023,occupied
halloc-00555,STU-01856,hrm-0206,hblk-boys-b,BB-DORM-01,2024-2028,2024,occupied
