id,college_id,co_id,pso_id,co_code,pso_code,strength
copso-001227,aits-hyd-001,co-00815,pso-eee-02,22MA1101.CO5,02,1
copso-001228,aits-hyd-001,co-00816,pso-eee-02,22PH1101.CO1,02,3
copso-001229,aits-hyd-001,co-00816,pso-eee-01,22PH1101.CO1,01,2
copso-001230,aits-hyd-001,co-00817,pso-eee-01,22PH1101.CO2,01,2
copso-001231,aits-hyd-001,co-00817,pso-eee-02,22PH1101.CO2,02,3
copso-001232,aits-hyd-001,co-00818,pso-eee-01,22PH1101.CO3,01,2
copso-001233,aits-hyd-001,co-00818,pso-eee-02,22PH1101.CO3,02,2
copso-001234,aits-hyd-001,co-00819,pso-eee-02,22PH1101.CO4,02,2
copso-001235,aits-hyd-001,co-00819,pso-eee-01,22PH1101.CO4,01,1
copso-001236,aits-hyd-001,co-00820,pso-eee-02,22PH1101.CO5,02,3
copso-001237,aits-hyd-001,co-00821,pso-eee-02,22CS1101.CO1,02,1
copso-001238,aits-hyd-001,co-00822,pso-eee-01,22CS1101.CO2,01,2
copso-001239,aits-hyd-001,co-00822,pso-eee-02,22CS1101.CO2,02,3
copso-001240,aits-hyd-001,co-00823,pso-eee-01,22CS1101.CO3,01,2
copso-001241,aits-hyd-001,co-00824,pso-eee-02,22CS1101.CO4,02,2
copso-001242,aits-hyd-001,co-00825,pso-eee-02,22CS1101.CO5,02,3
copso-001243,aits-hyd-001,co-00826,pso-eee-02,22CS1101.CO6,02,2
copso-001244,aits-hyd-001,co-00827,pso-eee-01,22CS1102.CO1,01,2
copso-001245,aits-hyd-001,co-00827,pso-eee-02,22CS1102.CO1,02,2
copso-001246,aits-hyd-001,co-00828,pso-eee-02,22CS1102.CO2,02,1
copso-001247,aits-hyd-001,co-00829,pso-eee-02,22CS1102.CO3,02,3
copso-001248,aits-hyd-001,co-00829,pso-eee-01,22CS1102.CO3,01,3
copso-001249,aits-hyd-001,co-00830,pso-eee-02,22CS1102.CO4,02,2
copso-001250,aits-hyd-001,co-00830,pso-eee-01,22CS1102.CO4,01,1
copso-001251,aits-hyd-001,co-00831,pso-eee-02,22CS1102.CO5,02,2
copso-001252,aits-hyd-001,co-00831,pso-eee-01,22CS1102.CO5,01,3
copso-001253,aits-hyd-001,co-00832,pso-eee-01,22EN1101.CO1,01,2
copso-001254,aits-hyd-001,co-00833,pso-eee-02,22EN1101.CO2,02,3
copso-001255,aits-hyd-001,co-00834,pso-eee-01,22EN1101.CO3,01,1
copso-001256,aits-hyd-001,co-00834,pso-eee-02,22EN1101.CO3,02,1
copso-001257,aits-hyd-001,co-00835,pso-eee-02,22EN1101.CO4,02,1
copso-001258,aits-hyd-001,co-00836,pso-eee-01,22EN1101.CO5,01,1
copso-001259,aits-hyd-001,co-00837,pso-eee-02,22ME1101.CO1,02,2
copso-001260,aits-hyd-001,co-00837,pso-eee-01,22ME1101.CO1,01,3
copso-001261,aits-hyd-001,co-00838,pso-eee-01,22ME1101.CO2,01,2
copso-001262,aits-hyd-001,co-00838,pso-eee-02,22ME1101.CO2,02,3
copso-001263,aits-hyd-001,co-00839,pso-eee-01,22ME1101.CO3,01,3
copso-001264,aits-hyd-001,co-00839,pso-eee-02,22ME1101.CO3,02,2
copso-001265,aits-hyd-001,co-00840,pso-eee-02,22ME1101.CO4,02,3
copso-001266,aits-hyd-001,co-00840,pso-eee-01,22ME1101.CO4,01,2
copso-001267,aits-hyd-001,co-00841,pso-eee-02,22ME1101.CO5,02,3
copso-001268,aits-hyd-001,co-00841,pso-eee-01,22ME1101.CO5,01,3
copso-001269,aits-hyd-001,co-00842,pso-eee-02,22PH1102.CO1,02,1
copso-001270,aits-hyd-001,co-00843,pso-eee-02,22PH1102.CO2,02,2
copso-001271,aits-hyd-001,co-00843,pso-eee-01,22PH1102.CO2,01,3
copso-001272,aits-hyd-001,co-00844,pso-eee-01,22PH1102.CO3,01,2
copso-001273,aits-hyd-001,co-00845,pso-eee-01,22PH1102.CO4,01,3
copso-001274,aits-hyd-001,co-00846,pso-eee-02,22MA1201.CO1,02,2
copso-001275,aits-hyd-001,co-00846,pso-eee-01,22MA1201.CO1,01,2
copso-001276,aits-hyd-001,co-00847,pso-eee-01,22MA1201.CO2,01,3
copso-001277,aits-hyd-001,co-00848,pso-eee-02,22MA1201.CO3,02,3
copso-001278,aits-hyd-001,co-00848,pso-eee-01,22MA1201.CO3,01,3
copso-001279,aits-hyd-001,co-00849,pso-eee-02,22MA1201.CO4,02,3
copso-001280,aits-hyd-001,co-00849,pso-eee-01,22MA1201.CO4,01,1
copso-001281,aits-hyd-001,co-00850,pso-eee-01,22MA1201.CO5,01,3
copso-001282,aits-hyd-001,co-00851,pso-eee-02,22CH1201.CO1,02,1
copso-001283,aits-hyd-001,co-00852,pso-eee-01,22CH1201.CO2,01,2
copso-001284,aits-hyd-001,co-00852,pso-eee-02,22CH1201.CO2,02,3
copso-001285,aits-hyd-001,co-00853,pso-eee-01,22CH1201.CO3,01,3
copso-001286,aits-hyd-001,co-00853,pso-eee-02,22CH1201.CO3,02,1
copso-001287,aits-hyd-001,co-00854,pso-eee-02,22CH1201.CO4,02,1
copso-001288,aits-hyd-001,co-00854,pso-eee-01,22CH1201.CO4,01,2
copso-001289,aits-hyd-001,co-00855,pso-eee-02,22CH1201.CO5,02,1
copso-001290,aits-hyd-001,co-00856,pso-eee-02,22CH1201.CO6,02,1
copso-001291,aits-hyd-001,co-00857,pso-eee-01,22EE1201.CO1,01,3
copso-001292,aits-hyd-001,co-00857,pso-eee-02,22EE1201.CO1,02,3
copso-001293,aits-hyd-001,co-00858,pso-eee-01,22EE1201.CO2,01,2
copso-001294,aits-hyd-001,co-00858,pso-eee-02,22EE1201.CO2,02,2
copso-001295,aits-hyd-001,co-00859,pso-eee-02,22EE1201.CO3,02,1
copso-001296,aits-hyd-001,co-00859,pso-eee-01,22EE1201.CO3,01,3
copso-001297,aits-hyd-001,co-00860,pso-eee-02,22EE1201.CO4,02,2
copso-001298,aits-hyd-001,co-00861,pso-eee-02,22EE1201.CO5,02,3
copso-001299,aits-hyd-001,co-00861,pso-eee-01,22EE1201.CO5,01,3
copso-001300,aits-hyd-001,co-00862,pso-eee-02,22EE1201.CO6,02,3
copso-001301,aits-hyd-001,co-00863,pso-eee-01,22EE1202.CO1,01,2
copso-001302,aits-hyd-001,co-00864,pso-eee-01,22EE1202.CO2,01,2
copso-001303,aits-hyd-001,co-00864,pso-eee-02,22EE1202.CO2,02,2
copso-001304,aits-hyd-001,co-00865,pso-eee-02,22EE1202.CO3,02,2
copso-001305,aits-hyd-001,co-00865,pso-eee-01,22EE1202.CO3,01,3
copso-001306,aits-hyd-001,co-00866,pso-eee-01,22EE1202.CO4,01,2
copso-001307,aits-hyd-001,co-00867,pso-eee-01,22EN1201.CO1,01,2
copso-001308,aits-hyd-001,co-00867,pso-eee-02,22EN1201.CO1,02,2
copso-001309,aits-hyd-001,co-00868,pso-eee-02,22EN1201.CO2,02,1
copso-001310,aits-hyd-001,co-00868,pso-eee-01,22EN1201.CO2,01,2
copso-001311,aits-hyd-001,co-00869,pso-eee-01,22EN1201.CO3,01,3
copso-001312,aits-hyd-001,co-00869,pso-eee-02,22EN1201.CO3,02,3
copso-001313,aits-hyd-001,co-00870,pso-eee-02,22EN1201.CO4,02,1
copso-001314,aits-hyd-001,co-00871,pso-eee-01,22EN1201.CO5,01,1
copso-001315,aits-hyd-001,co-00871,pso-eee-02,22EN1201.CO5,02,2
copso-001316,aits-hyd-001,co-00872,pso-eee-02,22CS1201.CO1,02,3
copso-001317,aits-hyd-001,co-00872,pso-eee-01,22CS1201.CO1,01,3
copso-001318,aits-hyd-001,co-00873,pso-eee-01,22CS1201.CO2,01,2
copso-001319,aits-hyd-001,co-00873,pso-eee-02,22CS1201.CO2,02,2
copso-001320,aits-hyd-001,co-00874,pso-eee-01,22CS1201.CO3,01,3
copso-001321,aits-hyd-001,co-00875,pso-eee-02,22CS1201.CO4,02,3
copso-001322,aits-hyd-001,co-00876,pso-eee-02,22CS1201.CO5,02,3
copso-001323,aits-hyd-001,co-00877,pso-eee-02,22CS1201.CO6,02,1
copso-001324,aits-hyd-001,co-00877,pso-eee-01,22CS1201.CO6,01,2
copso-001325,aits-hyd-001,co-00878,pso-eee-02,22CS1202.CO1,02,3
copso-001326,aits-hyd-001,co-00878,pso-eee-01,22CS1202.CO1,01,1
copso-001327,aits-hyd-001,co-00879,pso-eee-02,22CS1202.CO2,02,2
copso-001328,aits-hyd-001,co-00879,pso-eee-01,22CS1202.CO2,01,3
copso-001329,aits-hyd-001,co-00880,pso-eee-02,22CS1202.CO3,02,3
copso-001330,aits-hyd-001,co-00881,pso-eee-01,22CS1202.CO4,01,3
copso-001331,aits-hyd-001,co-00881,pso-eee-02,22CS1202.CO4,02,3
copso-001332,aits-hyd-001,co-00882,pso-eee-02,22CS1202.CO5,02,3
copso-001333,aits-hyd-001,co-00882,pso-eee-01,22CS1202.CO5,01,3
copso-001334,aits-hyd-001,co-00883,pso-eee-02,22CH1202.CO1,02,3
copso-001335,aits-hyd-001,co-00883,pso-eee-01,22CH1202.CO1,01,1
copso-001336,aits-hyd-001,co-00884,pso-eee-02,22CH1202.CO2,02,3
copso-001337,aits-hyd-001,co-00884,pso-eee-01,22CH1202.CO2,01,3
copso-001338,aits-hyd-001,co-00885,pso-eee-02,22CH1202.CO3,02,2
copso-001339,aits-hyd-001,co-00885,pso-eee-01,22CH1202.CO3,01,2
copso-001340,aits-hyd-001,co-00886,pso-eee-02,22CH1202.CO4,02,3
copso-001341,aits-hyd-001,co-00886,pso-eee-01,22CH1202.CO4,01,2
copso-001342,aits-hyd-001,co-00887,pso-eee-02,22EE3101.CO1,02,2
copso-001343,aits-hyd-001,co-00888,pso-eee-01,22EE3101.CO2,01,3
copso-001344,aits-hyd-001,co-00889,pso-eee-01,22EE3101.CO3,01,3
copso-001345,aits-hyd-001,co-00889,pso-eee-02,22EE3101.CO3,02,3
copso-001346,aits-hyd-001,co-00890,pso-eee-02,22EE3101.CO4,02,3
copso-001347,aits-hyd-001,co-00891,pso-eee-02,22EE3101.CO5,02,1
copso-001348,aits-hyd-001,co-00891,pso-eee-01,22EE3101.CO5,01,2
copso-001349,aits-hyd-001,co-00892,pso-eee-01,22EE3101.CO6,01,2
copso-001350,aits-hyd-001,co-00892,pso-eee-02,22EE3101.CO6,02,3
copso-001351,aits-hyd-001,co-00893,pso-eee-02,22EE3102.CO1,02,2
copso-001352,aits-hyd-001,co-00894,pso-eee-02,22EE3102.CO2,02,3
copso-001353,aits-hyd-001,co-00894,pso-eee-01,22EE3102.CO2,01,1
copso-001354,aits-hyd-001,co-00895,pso-eee-01,22EE3102.CO3,01,2
copso-001355,aits-hyd-001,co-00895,pso-eee-02,22EE3102.CO3,02,2
copso-001356,aits-hyd-001,co-00896,pso-eee-02,22EE3102.CO4,02,3
copso-001357,aits-hyd-001,co-00897,pso-eee-01,22EE3102.CO5,01,2
copso-001358,aits-hyd-001,co-00898,pso-eee-02,22EE3102.CO6,02,3
copso-001359,aits-hyd-001,co-00898,pso-eee-01,22EE3102.CO6,01,3
copso-001360,aits-hyd-001,co-00899,pso-eee-02,22EE3103.CO1,02,3
copso-001361,aits-hyd-001,co-00899,pso-eee-01,22EE3103.CO1,01,3
copso-001362,aits-hyd-001,co-00900,pso-eee-02,22EE3103.CO2,02,3
copso-001363,aits-hyd-001,co-00901,pso-eee-02,22EE3103.CO3,02,1
copso-001364,aits-hyd-001,co-00902,pso-eee-02,22EE3103.CO4,02,3
copso-001365,aits-hyd-001,co-00902,pso-eee-01,22EE3103.CO4,01,3
copso-001366,aits-hyd-001,co-00903,pso-eee-02,22EE3103.CO5,02,3
copso-001367,aits-hyd-001,co-00904,pso-eee-02,22EE3104.CO1,02,2
copso-001368,aits-hyd-001,co-00905,pso-eee-02,22EE3104.CO2,02,2
copso-001369,aits-hyd-001,co-00906,pso-eee-01,22EE3104.CO3,01,2
copso-001370,aits-hyd-001,co-00907,pso-eee-02,22EE3104.CO4,02,1
copso-001371,aits-hyd-001,co-00907,pso-eee-01,22EE3104.CO4,01,2
copso-001372,aits-hyd-001,co-00908,pso-eee-02,22EE3104.CO5,02,3
copso-001373,aits-hyd-001,co-00908,pso-eee-01,22EE3104.CO5,01,3
copso-001374,aits-hyd-001,co-00909,pso-eee-01,22EE3104.CO6,01,3
copso-001375,aits-hyd-001,co-00910,pso-eee-02,22EE3105.CO1,02,2
copso-001376,aits-hyd-001,co-00911,pso-eee-01,22EE3105.CO2,01,1
copso-001377,aits-hyd-001,co-00912,pso-eee-02,22EE3105.CO3,02,3
copso-001378,aits-hyd-001,co-00912,pso-eee-01,22EE3105.CO3,01,1
copso-001379,aits-hyd-001,co-00913,pso-eee-02,22EE3105.CO4,02,1
copso-001380,aits-hyd-001,co-00914,pso-eee-01,22EE3105.CO5,01,3
copso-001381,aits-hyd-001,co-00914,pso-eee-02,22EE3105.CO5,02,3
copso-001382,aits-hyd-001,co-00915,pso-eee-01,22EE3106.CO1,01,1
copso-001383,aits-hyd-001,co-00916,pso-eee-01,22EE3106.CO2,01,3
copso-001384,aits-hyd-001,co-00917,pso-eee-01,22EE3106.CO3,01,2
copso-001385,aits-hyd-001,co-00917,pso-eee-02,22EE3106.CO3,02,2
copso-001386,aits-hyd-001,co-00918,pso-eee-01,22EE3106.CO4,01,2
copso-001387,aits-hyd-001,co-00919,pso-eee-02,22EE3106.CO5,02,2
copso-001388,aits-hyd-001,co-00920,pso-eee-01,22HS3101.CO1,01,3
copso-001389,aits-hyd-001,co-00920,pso-eee-02,22HS3101.CO1,02,3
copso-001390,aits-hyd-001,co-00921,pso-eee-02,22HS3101.CO2,02,2
copso-001391,aits-hyd-001,co-00921,pso-eee-01,22HS3101.CO2,01,3
copso-001392,aits-hyd-001,co-00922,pso-eee-01,22HS3101.CO3,01,2
copso-001393,aits-hyd-001,co-00922,pso-eee-02,22HS3101.CO3,02,2
copso-001394,aits-hyd-001,co-00923,pso-eee-01,22HS3101.CO4,01,3
copso-001395,aits-hyd-001,co-00924,pso-eee-01,22HS3101.CO5,01,3
copso-001396,aits-hyd-001,co-00925,pso-eee-01,22EE4101.CO1,01,3
copso-001397,aits-hyd-001,co-00925,pso-eee-02,22EE4101.CO1,02,3
copso-001398,aits-hyd-001,co-00926,pso-eee-01,22EE4101.CO2,01,2
copso-001399,aits-hyd-001,co-00927,pso-eee-01,22EE4101.CO3,01,2
copso-001400,aits-hyd-001,co-00928,pso-eee-01,22EE4101.CO4,01,3
copso-001401,aits-hyd-001,co-00929,pso-eee-02,22EE4101.CO5,02,2
copso-001402,aits-hyd-001,co-00929,pso-eee-01,22EE4101.CO5,01,2
copso-001403,aits-hyd-001,co-00930,pso-eee-01,22EE4101.CO6,01,2
copso-001404,aits-hyd-001,co-00930,pso-eee-02,22EE4101.CO6,02,3
copso-001405,aits-hyd-001,co-00931,pso-eee-02,22EE4102.CO1,02,3
copso-001406,aits-hyd-001,co-00931,pso-eee-01,22EE4102.CO1,01,1
copso-001407,aits-hyd-001,co-00932,pso-eee-02,22EE4102.CO2,02,3
copso-001408,aits-hyd-001,co-00933,pso-eee-01,22EE4102.CO3,01,3
copso-001409,aits-hyd-001,co-00934,pso-eee-01,22EE4102.CO4,01,2
copso-001410,aits-hyd-001,co-00935,pso-eee-01,22EE4102.CO5,01,3
copso-001411,aits-hyd-001,co-00935,pso-eee-02,22EE4102.CO5,02,2
copso-001412,aits-hyd-001,co-00936,pso-eee-01,22EE4102.CO6,01,2
copso-001413,aits-hyd-001,co-00937,pso-eee-02,22EE4103.CO1,02,3
copso-001414,aits-hyd-001,co-00937,pso-eee-01,22EE4103.CO1,01,1
copso-001415,aits-hyd-001,co-00938,pso-eee-01,22EE4103.CO2,01,2
copso-001416,aits-hyd-001,co-00938,pso-eee-02,22EE4103.CO2,02,3
copso-001417,aits-hyd-001,co-00939,pso-eee-02,22EE4103.CO3,02,3
copso-001418,aits-hyd-001,co-00939,pso-eee-01,22EE4103.CO3,01,3
copso-001419,aits-hyd-001,co-00940,pso-eee-01,22EE4103.CO4,01,3
copso-001420,aits-hyd-001,co-00940,pso-eee-02,22EE4103.CO4,02,2
copso-001421,aits-hyd-001,co-00941,pso-eee-01,22EE4103.CO5,01,2
copso-001422,aits-hyd-001,co-00941,pso-eee-02,22EE4103.CO5,02,1
copso-001423,aits-hyd-001,co-00942,pso-eee-01,22EE4104.CO1,01,3
copso-001424,aits-hyd-001,co-00943,pso-eee-01,22EE4104.CO2,01,3
copso-001425,aits-hyd-001,co-00944,pso-eee-01,22EE4104.CO3,01,3
copso-001426,aits-hyd-001,co-00944,pso-eee-02,22EE4104.CO3,02,1
copso-001427,aits-hyd-001,co-00945,pso-eee-02,22EE4104.CO4,02,3
copso-001428,aits-hyd-001,co-00945,pso-eee-01,22EE4104.CO4,01,2
copso-001429,aits-hyd-001,co-00946,pso-eee-01,22EE4104.CO5,01,3
copso-001430,aits-hyd-001,co-00946,pso-eee-02,22EE4104.CO5,02,1
copso-001431,aits-hyd-001,co-00947,pso-eee-02,22EE4104.CO6,02,2
copso-001432,aits-hyd-001,co-00947,pso-eee-01,22EE4104.CO6,01,2
copso-001433,aits-hyd-001,co-00948,pso-eee-02,22EE4105.CO1,02,2
copso-001434,aits-hyd-001,co-00949,pso-eee-01,22EE4105.CO2,01,3
copso-001435,aits-hyd-001,co-00949,pso-eee-02,22EE4105.CO2,02,2
copso-001436,aits-hyd-001,co-00950,pso-eee-01,22EE4105.CO3,01,2
copso-001437,aits-hyd-001,co-00950,pso-eee-02,22EE4105.CO3,02,3
copso-001438,aits-hyd-001,co-00951,pso-eee-01,22EE4105.CO4,01,2
copso-001439,aits-hyd-001,co-00952,pso-eee-01,22EE4105.CO5,01,1
copso-001440,aits-hyd-001,co-00952,pso-eee-02,22EE4105.CO5,02,2
copso-001441,aits-hyd-001,co-00953,pso-eee-02,22EE4106.CO1,02,1
copso-001442,aits-hyd-001,co-00953,pso-eee-01,22EE4106.CO1,01,2
copso-001443,aits-hyd-001,co-00954,pso-eee-02,22EE4106.CO2,02,3
copso-001444,aits-hyd-001,co-00955,pso-eee-02,22EE4106.CO3,02,3
copso-001445,aits-hyd-001,co-00956,pso-eee-01,22EE4106.CO4,01,3
copso-001446,aits-hyd-001,co-00957,pso-eee-02,22HS4101.CO1,02,3
copso-001447,aits-hyd-001,co-00958,pso-eee-02,22HS4101.CO2,02,1
copso-001448,aits-hyd-001,co-00959,pso-eee-01,22HS4101.CO3,01,3
copso-001449,aits-hyd-001,co-00960,pso-eee-01,22HS4101.CO4,01,1
copso-001450,aits-hyd-001,co-00960,pso-eee-02,22HS4101.CO4,02,3
copso-001451,aits-hyd-001,co-00961,pso-eee-01,22HS4101.CO5,01,2
copso-001452,aits-hyd-001,co-00962,pso-eee-02,22HS4101.CO6,02,3
copso-001453,aits-hyd-001,co-00962,pso-eee-01,22HS4101.CO6,01,3
copso-001454,aits-hyd-001,co-00963,pso-eee-01,22EE5101.CO1,01,2
copso-001455,aits-hyd-001,co-00963,pso-eee-02,22EE5101.CO1,02,2
copso-001456,aits-hyd-001,co-00964,pso-eee-01,22EE5101.CO2,01,3
copso-001457,aits-hyd-001,co-00964,pso-eee-02,22EE5101.CO2,02,3
copso-001458,aits-hyd-001,co-00965,pso-eee-02,22EE5101.CO3,02,1
copso-001459,aits-hyd-001,co-00965,pso-eee-01,22EE5101.CO3,01,3
copso-001460,aits-hyd-001,co-00966,pso-eee-02,22EE5101.CO4,02,1
copso-001461,aits-hyd-001,co-00967,pso-eee-02,22EE5101.CO5,02,2
copso-001462,aits-hyd-001,co-00967,pso-eee-01,22EE5101.CO5,01,3
copso-001463,aits-hyd-001,co-00968,pso-eee-01,22EE5101.CO6,01,2
copso-001464,aits-hyd-001,co-00968,pso-eee-02,22EE5101.CO6,02,1
copso-001465,aits-hyd-001,co-00969,pso-eee-02,22EE5102.CO1,02,3
copso-001466,aits-hyd-001,co-00969,pso-eee-01,22EE5102.CO1,01,3
copso-001467,aits-hyd-001,co-00970,pso-eee-01,22EE5102.CO2,01,2
copso-001468,aits-hyd-001,co-00970,pso-eee-02,22EE5102.CO2,02,3
copso-001469,aits-hyd-001,co-00971,pso-eee-01,22EE5102.CO3,01,3
copso-001470,aits-hyd-001,co-00972,pso-eee-01,22EE5102.CO4,01,2
copso-001471,aits-hyd-001,co-00973,pso-eee-01,22EE5102.CO5,01,3
copso-001472,aits-hyd-001,co-00973,pso-eee-02,22EE5102.CO5,02,2
copso-001473,aits-hyd-001,co-00974,pso-eee-02,22EE5102.CO6,02,3
copso-001474,aits-hyd-001,co-00975,pso-eee-01,22EE5103.CO1,01,3
copso-001475,aits-hyd-001,co-00975,pso-eee-02,22EE5103.CO1,02,2
copso-001476,aits-hyd-001,co-00976,pso-eee-01,22EE5103.CO2,01,3
copso-001477,aits-hyd-001,co-00977,pso-eee-02,22EE5103.CO3,02,3
copso-001478,aits-hyd-001,co-00978,pso-eee-01,22EE5103.CO4,01,3
copso-001479,aits-hyd-001,co-00979,pso-eee-02,22EE5103.CO5,02,2
copso-001480,aits-hyd-001,co-00979,pso-eee-01,22EE5103.CO5,01,1
copso-001481,aits-hyd-001,co-00980,pso-eee-01,22EE5103.CO6,01,3
copso-001482,aits-hyd-001,co-00981,pso-eee-01,22EE5104.CO1,01,3
copso-001483,aits-hyd-001,co-00982,pso-eee-01,22EE5104.CO2,01,3
copso-001484,aits-hyd-001,co-00983,pso-eee-02,22EE5104.CO3,02,2
copso-001485,aits-hyd-001,co-00983,pso-eee-01,22EE5104.CO3,01,3
copso-001486,aits-hyd-001,co-00984,pso-eee-01,22EE5104.CO4,01,2
copso-001487,aits-hyd-001,co-00984,pso-eee-02,22EE5104.CO4,02,3
copso-001488,aits-hyd-001,co-00985,pso-eee-02,22EE5104.CO5,02,2
copso-001489,aits-hyd-001,co-00986,pso-eee-02,22EE5105.CO1,02,1
copso-001490,aits-hyd-001,co-00986,pso-eee-01,22EE5105.CO1,01,3
copso-001491,aits-hyd-001,co-00987,pso-eee-02,22EE5105.CO2,02,1
copso-001492,aits-hyd-001,co-00988,pso-eee-01,22EE5105.CO3,01,3
copso-001493,aits-hyd-001,co-00989,pso-eee-02,22EE5105.CO4,02,2
copso-001494,aits-hyd-001,co-00989,pso-eee-01,22EE5105.CO4,01,1
copso-001495,aits-hyd-001,co-00990,pso-eee-02,22EE5105.CO5,02,3
copso-001496,aits-hyd-001,co-00990,pso-eee-01,22EE5105.CO5,01,1
copso-001497,aits-hyd-001,co-00991,pso-eee-02,22EE5106.CO1,02,3
copso-001498,aits-hyd-001,co-00992,pso-eee-01,22EE5106.CO2,01,2
copso-001499,aits-hyd-001,co-00993,pso-eee-01,22EE5106.CO3,01,1
copso-001500,aits-hyd-001,co-00994,pso-eee-02,22EE5106.CO4,02,1
copso-001501,aits-hyd-001,co-00995,pso-eee-01,22EE5106.CO5,01,1
copso-001502,aits-hyd-001,co-00996,pso-eee-01,22EE5106.CO6,01,3
copso-001503,aits-hyd-001,co-00997,pso-eee-01,22MC5101.CO1,01,3
copso-001504,aits-hyd-001,co-00998,pso-eee-01,22MC5101.CO2,01,2
copso-001505,aits-hyd-001,co-00999,pso-eee-01,22MC5101.CO3,01,3
copso-001506,aits-hyd-001,co-00999,pso-eee-02,22MC5101.CO3,02,3
copso-001507,aits-hyd-001,co-01000,pso-eee-02,22MC5101.CO4,02,2
copso-001508,aits-hyd-001,co-01000,pso-eee-01,22MC5101.CO4,01,3
copso-001509,aits-hyd-001,co-01001,pso-eee-02,22MC5101.CO5,02,3
copso-001510,aits-hyd-001,co-01001,pso-eee-01,22MC5101.CO5,01,1
copso-001511,aits-hyd-001,co-01002,pso-eee-01,22EE6101.CO1,01,3
copso-001512,aits-hyd-001,co-01002,pso-eee-02,22EE6101.CO1,02,3
copso-001513,aits-hyd-001,co-01003,pso-eee-02,22EE6101.CO2,02,2
copso-001514,aits-hyd-001,co-01003,pso-eee-01,22EE6101.CO2,01,3
copso-001515,aits-hyd-001,co-01004,pso-eee-02,22EE6101.CO3,02,1
copso-001516,aits-hyd-001,co-01005,pso-eee-02,22EE6101.CO4,02,3
copso-001517,aits-hyd-001,co-01006,pso-eee-02,22EE6101.CO5,02,2
copso-001518,aits-hyd-001,co-01006,pso-eee-01,22EE6101.CO5,01,3
copso-001519,aits-hyd-001,co-01007,pso-eee-01,22EE6101.CO6,01,3
copso-001520,aits-hyd-001,co-01007,pso-eee-02,22EE6101.CO6,02,1
copso-001521,aits-hyd-001,co-01008,pso-eee-01,22EE6102.CO1,01,3
copso-001522,aits-hyd-001,co-01009,pso-eee-02,22EE6102.CO2,02,2
copso-001523,aits-hyd-001,co-01010,pso-eee-01,22EE6102.CO3,01,2
copso-001524,aits-hyd-001,co-01010,pso-eee-02,22EE6102.CO3,02,3
copso-001525,aits-hyd-001,co-01011,pso-eee-01,22EE6102.CO4,01,3
copso-001526,aits-hyd-001,co-01011,pso-eee-02,22EE6102.CO4,02,3
copso-001527,aits-hyd-001,co-01012,pso-eee-02,22EE6102.CO5,02,3
copso-001528,aits-hyd-001,co-01013,pso-eee-01,22EE6102.CO6,01,3
copso-001529,aits-hyd-001,co-01014,pso-eee-01,22EE6103.CO1,01,2
copso-001530,aits-hyd-001,co-01015,pso-eee-02,22EE6103.CO2,02,3
copso-001531,aits-hyd-001,co-01015,pso-eee-01,22EE6103.CO2,01,2
copso-001532,aits-hyd-001,co-01016,pso-eee-02,22EE6103.CO3,02,3
copso-001533,aits-hyd-001,co-01017,pso-eee-02,22EE6103.CO4,02,3
copso-001534,aits-hyd-001,co-01018,pso-eee-01,22EE6103.CO5,01,2
copso-001535,aits-hyd-001,co-01018,pso-eee-02,22EE6103.CO5,02,3
copso-001536,aits-hyd-001,co-01019,pso-eee-01,22EE6103.CO6,01,2
copso-001537,aits-hyd-001,co-01020,pso-eee-01,22EE6104.CO1,01,3
copso-001538,aits-hyd-001,co-01020,pso-eee-02,22EE6104.CO1,02,3
copso-001539,aits-hyd-001,co-01021,pso-eee-01,22EE6104.CO2,01,1
copso-001540,aits-hyd-001,co-01021,pso-eee-02,22EE6104.CO2,02,1
copso-001541,aits-hyd-001,co-01022,pso-eee-01,22EE6104.CO3,01,2
copso-001542,aits-hyd-001,co-01022,pso-eee-02,22EE6104.CO3,02,3
copso-001543,aits-hyd-001,co-01023,pso-eee-01,22EE6104.CO4,01,2
copso-001544,aits-hyd-001,co-01023,pso-eee-02,22EE6104.CO4,02,3
copso-001545,aits-hyd-001,co-01024,pso-eee-01,22EE6104.CO5,01,3
copso-001546,aits-hyd-001,co-01025,pso-eee-01,22EE6105.CO1,01,1
copso-001547,aits-hyd-001,co-01026,pso-eee-01,22EE6105.CO2,01,3
copso-001548,aits-hyd-001,co-01027,pso-eee-02,22EE6105.CO3,02,3
copso-001549,aits-hyd-001,co-01027,pso-eee-01,22EE6105.CO3,01,3
copso-001550,aits-hyd-001,co-01028,pso-eee-01,22EE6105.CO4,01,2
copso-001551,aits-hyd-001,co-01028,pso-eee-02,22EE6105.CO4,02,1
copso-001552,aits-hyd-001,co-01029,pso-eee-02,22EE6105.CO5,02,1
copso-001553,aits-hyd-001,co-01029,pso-eee-01,22EE6105.CO5,01,3
copso-001554,aits-hyd-001,co-01030,pso-eee-02,22EE6106.CO1,02,3
copso-001555,aits-hyd-001,co-01031,pso-eee-02,22EE6106.CO2,02,3
copso-001556,aits-hyd-001,co-01032,pso-eee-01,22EE6106.CO3,01,2
copso-001557,aits-hyd-001,co-01033,pso-eee-01,22EE6106.CO4,01,1
copso-001558,aits-hyd-001,co-01033,pso-eee-02,22EE6106.CO4,02,3
