id,hostel_block_id,gender,floor,room_number,room_type,has_ac,capacity,current_occupancy,is_active
hrm-0346,hblk-girls-c,Female,2,GC-F2R09,triple,False,3,0,True
hrm-0347,hblk-girls-c,Female,2,GC-F2R10,triple,False,3,0,True
hrm-0348,hblk-girls-c,Female,2,GC-F2R01,quadruple,False,4,0,True
hrm-0349,hblk-girls-c,Female,2,GC-F2R02,quadruple,False,4,0,True
hrm-0350,hblk-girls-c,Female,2,GC-F2R03,quadruple,False,4,0,True
hrm-0351,hblk-girls-c,Female,2,GC-F2R04,quadruple,False,4,0,True
hrm-0352,hblk-girls-c,Female,2,GC-F2R05,quadruple,False,4,0,True
hrm-0353,hblk-girls-c,Female,2,GC-F2R06,quadruple,False,4,0,True
hrm-0354,hblk-girls-c,Female,3,GC-F3R01,double,False,2,0,True
hrm-0355,hblk-girls-c,Female,3,GC-F3R02,double,False,2,0,True
hrm-0356,hblk-girls-c,Female,3,GC-F3R03,double,False,2,0,True
hrm-0357,hblk-girls-c,Female,3,GC-F3R04,double,False,2,0,True
hrm-0358,hblk-girls-c,Female,3,GC-F3R05,double,False,2,0,True
hrm-0359,hblk-girls-c,Female,3,GC-F3R06,double,False,2,0,True
hrm-0360,hblk-girls-c,Female,3,GC-F3R07,double,False,2,0,True
hrm-0361,hblk-girls-c,Female,3,GC-F3R08,double,False,2,0,True
hrm-0362,hblk-girls-c,Female,3,GC-F3R09,double,False,2,0,True
hrm-0363,hblk-girls-c,Female,3,GC-F3R10,double,False,2,0,True
hrm-0364,hblk-girls-c,Female,3,GC-F3R11,double,False,2,0,True
hrm-0365,hblk-girls-c,Female,3,GC-F3R12,double,False,2,0,True
hrm-0366,hblk-girls-c,Female,3,GC-F3R01,triple,False,3,0,True
hrm-0367,hblk-girls-c,Female,3,GC-F3R02,triple,False,3,0,True
hrm-0368,hblk-girls-c,Female,3,GC-F3R03,triple,False,3,0,True
hrm-0369,hblk-girls-c,Female,3,GC-F3R04,triple,False,3,0,True
hrm-0370,hblk-girls-c,Female,3,GC-F3R05,triple,False,3,0,True
hrm-0371,hblk-girls-c,Female,3,GC-F3R06,triple,False,3,0,True
hrm-0372,hblk-girls-c,Female,3,GC-F3R07,triple,False,3,0,True
hrm-0373,hblk-girls-c,Female,3,GC-F3R08,triple,False,3,0,True
hrm-0374,hblk-girls-c,Female,3,GC-F3R09,triple,False,3,0,True
hrm-0375,hblk-girls-c,Female,3,GC-F3R10,triple,False,3,0,True
hrm-0376,hblk-girls-c,Female,3,GC-F3R01,quadruple,False,4,0,True
hrm-0377,hblk-girls-c,Female,3,GC-F3R02,quadruple,False,4,0,True
hrm-0378,hblk-girls-c,Female,3,GC-F3R03,quadruple,False,4,0,True
hrm-0379,hblk-girls-c,Female,3,GC-F3R04,quadruple,False,4,0,True
hrm-0380,hblk-girls-c,Female,3,GC-F3R05,quadruple,False,4,0,True
hrm-0381,hblk-girls-c,Female,3,GC-F3R06,quadruple,False,4,0,True
hrm-0382,hblk-girls-c,Female,4,GC-F4R01,double,False,2,0,True
hrm-0383,hblk-girls-c,Female,4,GC-F4R02,double,False,2,0,True
hrm-0384,hblk-girls-c,Female,4,GC-F4R03,double,False,2,0,True
hrm-0385,hblk-girls-c,Female,4,GC-F4R04,double,False,2,0,True
hrm-0386,hblk-girls-c,Female,4,GC-F4R05,double,False,2,0,True
hrm-0387,hblk-girls-c,Female,4,GC-F4R06,double,False,2,0,True
hrm-0388,hblk-girls-c,Female,4,GC-F4R07,double,False,2,0,True
hrm-0389,hblk-girls-c,Female,4,GC-F4R08,double,False,2,0,True
hrm-0390,hblk-girls-c,Female,4,GC-F4R09,double,False,2,0,True
hrm-0391,hblk-girls-c,Female,4,GC-F4R10,double,False,2,0,True
hrm-0392,hblk-girls-c,Female,4,GC-F4R11,double,False,2,0,True
hrm-0393,hblk-girls-c,Female,4,GC-F4R12,double,False,2,0,True
hrm-0394,hblk-girls-c,Female,4,GC-F4R01,triple,False,3,0,True
hrm-0395,hblk-girls-c,Female,4,GC-F4R02,triple,False,3,0,True
hrm-0396,hblk-girls-c,Female,4,GC-F4R03,triple,False,3,0,True
hrm-0397,hblk-girls-c,Female,4,GC-F4R04,triple,False,3,0,True
hrm-0398,hblk-girls-c,Female,4,GC-F4R05,triple,False,3,0,True
hrm-0399,hblk-girls-c,Female,4,GC-F4R06,triple,False,3,0,True
hrm-0400,hblk-girls-c,Female,4,GC-F4R07,triple,False,3,0,True
hrm-0401,hblk-girls-c,Female,4,GC-F4R08,triple,False,3,0,True
hrm-0402,hblk-girls-c,Female,4,GC-F4R09,triple,False,3,0,True
hrm-0403,hblk-girls-c,Female,4,GC-F4R10,triple,False,3,0,True
hrm-0404,hblk-girls-c,Female,4,GC-F4R01,quadruple,False,4,0,True
hrm-0405,hblk-girls-c,Female,4,GC-F4R02,quadruple,False,4,0,True
hrm-0406,hblk-girls-c,Female,4,GC-F4R03,quadruple,False,4,0,True
hrm-0407,hblk-girls-c,Female,4,GC-F4R04,quadruple,False,4,0,True
hrm-0408,hblk-girls-c,Female,4,GC-F4R05,quadruple,False,4,0,True
hrm-0409,hblk-girls-c,Female,4,GC-F4R06,quadruple,False,4,0,True
hrm-0410,hblk-girls-c,Female,5,GC-DORM-01,dormitory,False,20,0,True
hrm-0411,hblk-girls-c,Female,5,GC-DORM-02,dormitory,False,20,0,True
hrm-0412,hblk-girls-c,Female,5,GC-DORM-03,dormitory,False,20,0,True
hrm-0413,hblk-girls-d,Female,1,GD-F1R01,double,False,2,0,True
hrm-0414,hblk-girls-d,Female,1,GD-F1R02,double,False,2,0,True
hrm-0415,hblk-girls-d,Female,1,GD-F1R03,double,False,2,0,True
hrm-0416,hblk-girls-d,Female,1,GD-F1R04,double,False,2,0,True
hrm-0417,hblk-girls-d,Female,1,GD-F1R05,double,False,2,0,True
hrm-0418,hblk-girls-d,Female,1,GD-F1R06,double,False,2,0,True
hrm-0419,hblk-girls-d,Female,1,GD-F1R07,double,False,2,0,True
hrm-0420,hblk-girls-d,Female,1,GD-F1R08,double,False,2,0,True
hrm-0421,hblk-girls-d,Female,1,GD-F1R09,double,False,2,0,True
hrm-0422,hblk-girls-d,Female,1,GD-F1R10,double,False,2,0,True
hrm-0423,hblk-girls-d,Female,1,GD-F1R01,triple,False,3,0,True
hrm-0424,hblk-girls-d,Female,1,GD-F1R02,triple,False,3,0,True
hrm-0425,hblk-girls-d,Female,1,GD-F1R03,triple,False,3,0,True
hrm-0426,hblk-girls-d,Female,1,GD-F1R04,triple,False,3,0,True
hrm-0427,hblk-girls-d,Female,1,GD-F1R05,triple,False,3,0,True
hrm-0428,hblk-girls-d,Female,1,GD-F1R06,triple,False,3,0,True
hrm-0429,hblk-girls-d,Female,1,GD-F1R07,triple,False,3,0,True
hrm-0430,hblk-girls-d,Female,1,GD-F1R08,triple,False,3,0,True
hrm-0431,hblk-girls-d,Female,2,GD-F2R01,double,False,2,0,True
hrm-0432,hblk-girls-d,Female,2,GD-F2R02,double,False,2,0,True
hrm-0433,hblk-girls-d,Female,2,GD-F2R03,double,False,2,0,True
hrm-0434,hblk-girls-d,Female,2,GD-F2R04,double,False,2,0,True
hrm-0435,hblk-girls-d,Female,2,GD-F2R05,double,False,2,0,True
hrm-0436,hblk-girls-d,Female,2,GD-F2R06,double,False,2,0,True
hrm-0437,hblk-girls-d,Female,2,GD-F2R07,double,False,2,0,True
hrm-0438,hblk-girls-d,Female,2,GD-F2R08,double,False,2,0,True
hrm-0439,hblk-girls-d,Female,2,GD-F2R09,double,False,2,0,True
hrm-0440,hblk-girls-d,Female,2,GD-F2R10,double,False,2,0,True
hrm-0441,hblk-girls-d,Female,2,GD-F2R01,triple,False,3,0,True
hrm-0442,hblk-girls-d,Female,2,GD-F2R02,triple,False,3,0,True
hrm-0443,hblk-girls-d,Female,2,GD-F2R03,triple,False,3,0,True
hrm-0444,hblk-girls-d,Female,2,GD-F2R04,triple,False,3,0,True
hrm-0445,hblk-girls-d,Female,2,GD-F2R05,triple,False,3,0,True
hrm-0446,hblk-girls-d,Female,2,GD-F2R06,triple,False,3,0,True
hrm-0447,hblk-girls-d,Female,2,GD-F2R07,triple,False,3,0,True
hrm-0448,hblk-girls-d,Female,2,GD-F2R08,triple,False,3,0,True
hrm-0449,hblk-girls-d,Female,3,GD-F3R01,single,True,1,0,True
hrm-0450,hblk-girls-d,Female,3,GD-F3R02,single,True,1,0,True
hrm-0451,hblk-girls-d,Female,3,GD-F3R03,single,True,1,0,True
hrm-0452,hblk-girls-d,Female,3,GD-F3R04,single,True,1,0,True
hrm-0453,hblk-girls-d,Female,3,GD-F3R05,single,True,1,0,True
hrm-0454,hblk-girls-d,Female,3,GD-F3R06,single,True,1,0,True
hrm-0455,hblk-girls-d,Female,3,GD-F3R07,single,True,1,0,True
hrm-0456,hblk-girls-d,Female,3,GD-F3R08,single,True,1,0,True
hrm-0457,hblk-girls-d,Female,3,GD-F3R01,double,True,2,0,True
hrm-0458,hblk-girls-d,Female,3,GD-F3R02,double,True,2,0,True
hrm-0459,hblk-girls-d,Female,3,GD-F3R03,double,True,2,0,True
hrm-0460,hblk-girls-d,Female,3,GD-F3R04,double,True,2,0,True
hrm-0461,hblk-girls-d,Female,3,GD-F3R05,double,True,2,0,True
hrm-0462,hblk-girls-d,Female,3,GD-F3R06,double,True,2,0,True
hrm-0463,hblk-girls-d,Female,3,GD-F3R07,double,True,2,0,True
hrm-0464,hblk-girls-d,Female,3,GD-F3R08,double,True,2,0,True
hrm-0465,hblk-girls-d,Female,3,GD-F3R09,double,True,2,0,True
hrm-0466,hblk-girls-d,Female,3,GD-F3R10,double,True,2,0,True
hrm-0467,hblk-girls-d,Female,4,GD-F4R01,single,True,1,0,True
hrm-0468,hblk-girls-d,Female,4,GD-F4R02,single,True,1,0,True
hrm-0469,hblk-girls-d,Female,4,GD-F4R03,single,True,1,0,True
hrm-0470,hblk-girls-d,Female,4,GD-F4R04,single,True,1,0,True
hrm-0471,hblk-girls-d,Female,4,GD-F4R05,single,True,1,0,True
hrm-0472,hblk-girls-d,Female,4,GD-F4R06,single,True,1,0,True
hrm-0473,hblk-girls-d,Female,4,GD-F4R07,single,True,1,0,True
hrm-0474,hblk-girls-d,Female,4,GD-F4R08,single,True,1,0,True
hrm-0475,hblk-girls-d,Female,4,GD-F4R01,double,True,2,0,True
hrm-0476,hblk-girls-d,Female,4,GD-F4R02,double,True,2,0,True
hrm-0477,hblk-girls-d,Female,4,GD-F4R03,double,True,2,0,True
hrm-0478,hblk-girls-d,Female,4,GD-F4R04,double,True,2,0,True
hrm-0479,hblk-girls-d,Female,4,GD-F4R05,double,True,2,0,True
hrm-0480,hblk-girls-d,Female,4,GD-F4R06,double,True,2,0,True
hrm-0481,hblk-girls-d,Female,4,GD-F4R07,double,True,2,0,True
hrm-0482,hblk-girls-d,Female,4,GD-F4R08,double,True,2,0,True
hrm-0483,hblk-girls-d,Female,4,GD-F4R09,double,True,2,0,True
hrm-0484,hblk-girls-d,Female,4,GD-F4R10,double,True,2,0,True
hrm-0485,hblk-girls-d,Female,5,GD-F5R01,single,True,1,0,True
hrm-0486,hblk-girls-d,Female,5,GD-F5R02,single,True,1,0,True
hrm-0487,hblk-girls-d,Female,5,GD-F5R03,single,True,1,0,True
hrm-0488,hblk-girls-d,Female,5,GD-F5R04,single,True,1,0,True
hrm-0489,hblk-girls-d,Female,5,GD-F5R05,single,True,1,0,True
hrm-0490,hblk-girls-d,Female,5,GD-F5R06,single,True,1,0,True
hrm-0491,hblk-girls-d,Female,5,GD-F5R07,single,True,1,0,True
hrm-0492,hblk-girls-d,Female,5,GD-F5R08,single,True,1,0,True
hrm-0493,hblk-girls-d,Female,5,GD-F5R01,double,True,2,0,True
hrm-0494,hblk-girls-d,Female,5,GD-F5R02,double,True,2,0,True
hrm-0495,hblk-girls-d,Female,5,GD-F5R03,double,True,2,0,True
hrm-0496,hblk-girls-d,Female,5,GD-F5R04,double,True,2,0,True
hrm-0497,hblk-girls-d,Female,5,GD-F5R05,double,True,2,0,True
hrm-0498,hblk-girls-d,Female,5,GD-F5R06,double,True,2,0,True
hrm-0499,hblk-girls-d,Female,5,GD-F5R07,double,True,2,0,True
hrm-0500,hblk-girls-d,Female,5,GD-F5R08,double,True,2,0,True
hrm-0501,hblk-girls-d,Female,5,GD-F5R09,double,True,2,0,True
hrm-0502,hblk-girls-d,Female,5,GD-F5R10,double,True,2,0,True
hrm-0503,hblk-girls-d,Female,5,GD-DORM-01,dormitory,True,15,0,True
hrm-0504,hblk-girls-d,Female,5,GD-DORM-02,dormitory,True,15,0,True
hrm-0505,hblk-girls-ann,Female,1,GAX-F1R01,double,False,2,0,True
hrm-0506,hblk-girls-ann,Female,1,GAX-F1R02,double,False,2,0,True
hrm-0507,hblk-girls-ann,Female,1,GAX-F1R03,double,False,2,0,True
hrm-0508,hblk-girls-ann,Female,1,GAX-F1R04,double,False,2,0,True
hrm-0509,hblk-girls-ann,Female,1,GAX-F1R05,double,False,2,0,True
hrm-0510,hblk-girls-ann,Female,1,GAX-F1R06,double,False,2,0,True
hrm-0511,hblk-girls-ann,Female,1,GAX-F1R07,double,False,2,0,True
hrm-0512,hblk-girls-ann,Female,1,GAX-F1R08,double,False,2,0,True
hrm-0513,hblk-girls-ann,Female,1,GAX-F1R09,double,False,2,0,True
hrm-0514,hblk-girls-ann,Female,1,GAX-F1R10,double,False,2,0,True
hrm-0515,hblk-girls-ann,Female,1,GAX-F1R01,triple,False,3,0,True
hrm-0516,hblk-girls-ann,Female,1,GAX-F1R02,triple,False,3,0,True
hrm-0517,hblk-girls-ann,Female,1,GAX-F1R03,triple,False,3,0,True
hrm-0518,hblk-girls-ann,Female,1,GAX-F1R04,triple,False,3,0,True
hrm-0519,hblk-girls-ann,Female,1,GAX-F1R05,triple,False,3,0,True
hrm-0520,hblk-girls-ann,Female,1,GAX-F1R06,triple,False,3,0,True
hrm-0521,hblk-girls-ann,Female,1,GAX-F1R07,triple,False,3,0,True
hrm-0522,hblk-girls-ann,Female,1,GAX-F1R08,triple,False,3,0,True
hrm-0523,hblk-girls-ann,Female,1,GAX-F1R01,quadruple,False,4,0,True
hrm-0524,hblk-girls-ann,Female,1,GAX-F1R02,quadruple,False,4,0,True
hrm-0525,hblk-girls-ann,Female,1,GAX-F1R03,quadruple,False,4,0,True
hrm-0526,hblk-girls-ann,Female,1,GAX-F1R04,quadruple,False,4,0,True
hrm-0527,hblk-girls-ann,Female,2,GAX-F2R01,double,False,2,0,True
hrm-0528,hblk-girls-ann,Female,2,GAX-F2R02,double,False,2,0,True
hrm-0529,hblk-girls-ann,Female,2,GAX-F2R03,double,False,2,0,True
hrm-0530,hblk-girls-ann,Female,2,GAX-F2R04,double,False,2,0,True
hrm-0531,hblk-girls-ann,Female,2,GAX-F2R05,double,False,2,0,True
hrm-0532,hblk-girls-ann,Female,2,GAX-F2R06,double,False,2,0,True
hrm-0533,hblk-girls-ann,Female,2,GAX-F2R07,double,False,2,0,True
hrm-0534,hblk-girls-ann,Female,2,GAX-F2R08,double,False,2,0,True
hrm-0535,hblk-girls-ann,Female,2,GAX-F2R09,double,False,2,0,True
hrm-0536,hblk-girls-ann,Female,2,GAX-F2R10,double,False,2,0,True
hrm-0537,hblk-girls-ann,Female,2,GAX-F2R01,triple,False,3,0,True
hrm-0538,hblk-girls-ann,Female,2,GAX-F2R02,triple,False,3,0,True
hrm-0539,hblk-girls-ann,Female,2,GAX-F2R03,triple,False,3,0,True
hrm-0540,hblk-girls-ann,Female,2,GAX-F2R04,triple,False,3,0,True
hrm-0541,hblk-girls-ann,Female,2,GAX-F2R05,triple,False,3,0,True
hrm-0542,hblk-girls-ann,Female,2,GAX-F2R06,triple,False,3,0,True
hrm-0543,hblk-girls-ann,Female,2,GAX-F2R07,triple,False,3,0,True
hrm-0544,hblk-girls-ann,Female,2,GAX-F2R08,triple,False,3,0,True
hrm-0545,hblk-girls-ann,Female,2,GAX-F2R01,quadruple,False,4,0,True
hrm-0546,hblk-girls-ann,Female,2,GAX-F2R02,quadruple,False,4,0,True
hrm-0547,hblk-girls-ann,Female,2,GAX-F2R03,quadruple,False,4,0,True
hrm-0548,hblk-girls-ann,Female,2,GAX-F2R04,quadruple,False,4,0,True
hrm-0549,hblk-girls-ann,Female,3,GAX-F3R01,double,False,2,0,True
hrm-0550,hblk-girls-ann,Female,3,GAX-F3R02,double,False,2,0,True
hrm-0551,hblk-girls-ann,Female,3,GAX-F3R03,double,False,2,0,True
hrm-0552,hblk-girls-ann,Female,3,GAX-F3R04,double,False,2,0,True
hrm-0553,hblk-girls-ann,Female,3,GAX-F3R05,double,False,2,0,True
hrm-0554,hblk-girls-ann,Female,3,GAX-F3R06,double,False,2,0,True
hrm-0555,hblk-girls-ann,Female,3,GAX-F3R07,double,False,2,0,True
hrm-0556,hblk-girls-ann,Female,3,GAX-F3R08,double,False,2,0,True
hrm-0557,hblk-girls-ann,Female,3,GAX-F3R09,double,False,2,0,True
hrm-0558,hblk-girls-ann,Female,3,GAX-F3R10,double,False,2,0,True
hrm-0559,hblk-girls-ann,Female,3,GAX-F3R01,triple,False,3,0,True
hrm-0560,hblk-girls-ann,Female,3,GAX-F3R02,triple,False,3,0,True
hrm-0561,hblk-girls-ann,Female,3,GAX-F3R03,triple,False,3,0,True
hrm-0562,hblk-girls-ann,Female,3,GAX-F3R04,triple,False,3,0,True
hrm-0563,hblk-girls-ann,Female,3,GAX-F3R05,triple,False,3,0,True
hrm-0564,hblk-girls-ann,Female,3,GAX-F3R06,triple,False,3,0,True
hrm-0565,hblk-girls-ann,Female,3,GAX-F3R07,triple,False,3,0,True
hrm-0566,hblk-girls-ann,Female,3,GAX-F3R08,triple,False,3,0,True
hrm-0567,hblk-girls-ann,Female,3,GAX-F3R01,quadruple,False,4,0,True
hrm-0568,hblk-girls-ann,Female,3,GAX-F3R02,quadruple,False,4,0,True
hrm-0569,hblk-girls-ann,Female,3,GAX-F3R03,quadruple,False,4,0,True
hrm-0570,hblk-girls-ann,Female,3,GAX-F3R04,quadruple,False,4,0,True
hrm-0571,hblk-girls-ann,Female,4,GAX-F4R01,double,False,2,0,True
hrm-0572,hblk-girls-ann,Female,4,GAX-F4R02,double,False,2,0,True
hrm-0573,hblk-girls-ann,Female,4,GAX-F4R03,double,False,2,0,True
hrm-0574,hblk-girls-ann,Female,4,GAX-F4R04,double,False,2,0,True
hrm-0575,hblk-girls-ann,Female,4,GAX-F4R05,double,False,2,0,True
hrm-0576,hblk-girls-ann,Female,4,GAX-F4R06,double,False,2,0,True
hrm-0577,hblk-girls-ann,Female,4,GAX-F4R07,double,False,2,0,True
hrm-0578,hblk-girls-ann,Female,4,GAX-F4R08,double,False,2,0,True
hrm-0579,hblk-girls-ann,Female,4,GAX-F4R09,double,False,2,0,True
hrm-0580,hblk-girls-ann,Female,4,GAX-F4R10,double,False,2,0,True
hrm-0581,hblk-girls-ann,Female,4,GAX-F4R01,triple,False,3,0,True
hrm-0582,hblk-girls-ann,Female,4,GAX-F4R02,triple,False,3,0,True
hrm-0583,hblk-girls-ann,Female,4,GAX-F4R03,triple,False,3,0,True
hrm-0584,hblk-girls-ann,Female,4,GAX-F4R04,triple,False,3,0,True
hrm-0585,hblk-girls-ann,Female,4,GAX-F4R05,triple,False,3,0,True
hrm-0586,hblk-girls-ann,Female,4,GAX-F4R06,triple,False,3,0,True
hrm-0587,hblk-girls-ann,Female,4,GAX-F4R07,triple,False,3,0,True
hrm-0588,hblk-girls-ann,Female,4,GAX-F4R08,triple,False,3,0,True
hrm-0589,hblk-girls-ann,Female,4,GAX-F4R01,quadruple,False,4,0,True
hrm-0590,hblk-girls-ann,Female,4,GAX-F4R02,quadruple,False,4,0,True
hrm-0591,hblk-girls-ann,Female,4,GAX-F4R03,quadruple,False,4,0,True
hrm-0592,hblk-girls-ann,Female,4,GAX-F4R04,quadruple,False,4,0,True
hrm-0593,hblk-girls-ann,Female,4,GAX-DORM-01,dormitory,False,20,0,True
hrm-0594,hblk-girls-ann,Female,4,GAX-DORM-02,dormitory,False,20,0,True
